time,x,y,theta
0.000000,7.331201,11.831009,-0.481653
0.890094,7.508669,11.738789,-0.477840
1.829448,7.671576,11.624131,-0.743903
2.900973,7.802175,11.473217,-0.929740
4.032281,7.916006,11.308872,-0.984299
5.163532,8.024929,11.141126,-1.000530
14.377419,8.715536,10.091731,-1.307563
21.108091,9.266472,9.226399,-1.224063
25.164484,9.609650,8.744060,-1.248036
26.074848,9.696814,8.564750,-1.012347
26.874973,9.807065,8.397845,-0.977259
27.678557,9.919624,8.232482,-0.970144
28.480317,10.033097,8.067738,-0.965685
29.282367,10.147136,7.903384,-0.962835
30.084594,10.261573,7.739303,-0.960750
30.886634,10.376311,7.575431,-0.959167
31.688788,10.491289,7.411725,-0.957876
32.491066,10.606465,7.248156,-0.956778
33.293382,10.721807,7.084703,-0.955845
34.094937,10.837268,6.921331,-0.955284
34.895154,10.952184,6.757575,-0.960953
35.695336,11.065658,6.592827,-0.971548
36.495460,11.177070,6.426696,-0.985065
37.295520,11.285998,6.258944,-1.000731
38.095519,11.392058,6.089382,-1.018543
46.514851,12.566253,5.255778,-0.049877
47.343597,12.366610,5.267168,-0.061390
48.191100,12.167012,5.279350,-0.060638
49.081574,11.967344,5.289586,-0.045349
50.025888,11.767580,5.294564,-0.012230
50.955014,11.614346,5.292877,0.025990
51.779512,11.596593,5.292241,0.029281
54.301813,11.485817,4.671473,0.029281
