time,x,y,theta
0.000000,7.986987,9.143452,-0.481653
0.890094,8.186986,9.045897,0.000000
1.829448,8.386987,8.922818,0.000000
2.900973,8.586996,8.744612,0.000000
4.032281,8.787006,8.544645,0.000000
5.163532,8.987020,8.344702,0.000000
14.377419,10.985749,7.199684,0.000000
21.108091,12.385136,6.265292,0.000000
25.164484,13.237909,5.716499,0.000000
26.074848,13.072146,5.560549,0.000000
26.874973,13.065855,5.361605,0.000000
27.678557,13.085493,5.161671,0.000000
28.480317,13.099880,4.961748,0.000000
29.282367,13.115628,4.761855,0.000000
30.084594,13.131599,4.561935,0.000000
30.886634,13.146999,4.362017,0.000000
31.688788,13.162812,4.162103,0.000000
32.491066,13.179100,3.962196,0.000000
33.293382,13.195754,3.762310,0.000000
34.094937,13.212274,3.562603,0.000000
34.895154,13.219348,3.366938,0.000000
35.695336,13.218777,3.179587,0.000000
36.495460,13.214053,3.003324,0.000000
37.295520,13.207250,2.839834,0.000000
38.095519,13.199921,2.690135,0.000000
46.514851,14.845521,1.736699,0.000000
47.343597,14.645501,1.790720,0.000000
48.191100,14.445503,1.860662,0.000000
49.081574,14.245499,1.958425,0.000000
50.025888,14.045475,2.083817,0.000000
50.955014,13.845468,2.201935,0.000000
51.779512,13.645508,2.251970,0.000000
54.301813,13.311992,2.593469,0.000000
