time,x,y,theta
0.000000,9.129637,8.240657,-0.481529
9.794970,10.825550,6.474243,0.000000
10.912873,11.025557,6.279040,0.000000
12.044110,11.225569,6.079099,0.000000
13.175327,11.425581,5.879166,0.000000
14.306538,11.625594,5.679235,0.000000
22.323022,13.226014,4.472937,0.000000
23.454165,13.426015,4.273018,0.000000
24.585319,13.626008,4.073088,0.000000
25.716523,13.825994,3.873134,0.000000
26.847725,14.025970,3.673169,0.000000
27.978846,14.225912,3.473199,0.000000
29.094213,14.420233,3.273219,0.000000
29.936233,14.485968,3.073241,0.000000
30.736333,14.482195,2.873305,0.000000
31.543042,14.455532,2.673398,0.000000
32.354257,14.421253,2.473512,0.000000
33.164886,14.387607,2.273667,0.000000
42.009341,14.206224,1.105611,0.000000
42.963806,14.070737,1.302031,0.000000
44.726210,13.883418,1.549818,0.000000
