time,x,y,theta
0.000000,7.511650,10.899022,-0.481529
9.794970,8.244304,9.408760,-1.067337
10.912873,8.349515,9.238725,-1.018419
12.044110,8.450794,9.066266,-1.051391
13.175327,8.548720,8.891867,-1.063189
14.306538,8.645377,8.716759,-1.067930
22.323022,9.365365,7.368618,-1.343484
23.454165,9.421831,7.179299,-1.227720
24.585319,9.498278,6.994548,-1.149499
25.716523,9.584181,6.813944,-1.113427
26.847725,9.674302,6.635398,-1.097345
27.978846,9.766200,6.457758,-1.090956
29.094213,9.858661,6.280411,-1.089620
29.936233,9.950476,6.102742,-1.093982
30.736333,10.042518,5.925152,-1.090798
31.543042,10.135565,5.748073,-1.084099
32.354257,10.229993,5.571719,-1.075727
33.164886,10.325997,5.396216,-1.066361
42.009341,11.061633,3.360371,1.430973
42.963806,11.050259,3.267887,1.449012
44.726210,11.218233,3.156547,1.449012
