time,xc,yc,theta_c,sx,sy
0.000000,7.668883,9.511925,-0.481529,1.000000,1.000000
9.794970,8.718794,7.945156,-0.438441,1.344329,0.971629
10.912873,8.854746,7.768492,-0.434919,1.378493,0.968821
12.044110,8.987627,7.586120,-0.430140,1.413657,0.969660
13.175327,9.118515,7.402621,-0.425004,1.449482,0.969971
14.306538,9.248539,7.218652,-0.419845,1.485655,0.970249
22.323022,10.301603,5.761146,-0.253237,1.674556,1.142746
23.454165,10.404481,5.567106,-0.247397,1.723694,1.143468
24.585319,10.519788,5.376374,-0.243681,1.767480,1.144702
25.716523,10.640753,5.187993,-0.241063,1.808968,1.147118
26.847725,10.764200,5.000755,-0.238974,1.849469,1.150150
27.978846,10.888657,4.814007,-0.237142,1.889569,1.153480
29.094213,11.011565,4.627416,-0.235672,1.927689,1.156982
29.936233,11.091907,4.440950,-0.239682,1.922952,1.161491
30.736333,11.149452,4.254656,-0.246809,1.895081,1.166782
31.543042,11.199813,4.068588,-0.255250,1.859653,1.172768
32.354257,11.248156,3.882797,-0.264432,1.821760,1.179467
33.164886,11.297291,3.697328,-0.274015,1.784131,1.186873
42.009341,11.859795,1.996488,-0.175025,1.309169,1.041081
42.963806,11.864539,1.992355,-0.102238,1.202671,1.025264
44.726210,12.000000,2.000000,0.000000,1.000000,1.000000
