time,x,y,theta
0.000000,6.365361,9.396096,-0.481529
9.794970,7.086529,7.952466,-0.924526
10.912873,7.189167,7.787711,-1.047849
12.044110,7.286519,7.612993,-1.070879
13.175327,7.381245,7.436831,-1.081271
14.306538,7.474647,7.259961,-1.087134
22.323022,8.313430,5.441883,-1.395393
23.454165,8.365596,5.249000,-1.255550
24.585319,8.435077,5.061485,-1.193025
25.716523,8.512082,4.876901,-1.165403
26.847725,8.592327,4.693698,-1.153612
27.978846,8.673859,4.511064,-1.149354
29.094213,8.755802,4.328617,-1.148358
29.936233,8.839277,4.146868,-1.138276
30.736333,8.923644,3.965510,-1.134743
31.543042,9.008342,3.784294,-1.133353
32.354257,9.093223,3.603159,-1.132422
33.164886,9.178269,3.422100,-1.131595
42.009341,10.311529,1.523483,2.492493
42.963806,10.472622,1.407148,2.521834
44.726210,10.898349,1.293635,2.521834
