time,xc,yc,theta_c,sx,sy
0.000000,5.705491,5.879737,0.794130,1.000000,1.000000
1.013032,5.859822,6.031048,0.814302,1.019127,0.984729
2.033115,6.011341,6.185884,0.835486,1.039531,0.979833
2.969127,6.128888,6.360589,0.848984,1.049995,0.979934
3.845039,6.218051,6.546396,0.856011,1.054951,0.977569
4.691232,6.289318,6.737279,0.858613,1.058222,0.971629
12.693782,6.515429,8.537731,0.887753,1.099263,0.728258
20.253287,6.833427,9.923532,0.407827,1.058216,0.993574
21.055230,6.866076,9.960519,0.278321,1.021710,1.050494
23.175340,7.000000,10.000000,0.000000,1.000000,1.000000
