time,x,y,theta,v,omega
0.0000,2.6690,5.8888,-3.1344,0.1250,-0.0289
0.0500,2.6628,5.8887,-3.1358,0.2200,-0.0268
0.1000,2.6518,5.8886,-3.1371,0.2200,-0.0249
0.1500,2.6408,5.8886,-3.1384,0.2200,-0.0231
0.2000,2.6298,5.8886,-3.1395,0.2200,-0.0215
0.2500,2.6188,5.8885,-3.1406,0.2200,-0.0200
0.3000,2.6078,5.8885,3.1416,0.2200,-0.0186
0.3500,2.5968,5.8885,3.1406,0.2200,-0.0173
0.4000,2.5858,5.8885,3.1398,0.2200,-0.0161
0.4500,2.5748,5.8886,3.1390,0.2200,-0.0149
0.5000,2.5638,5.8886,3.1382,0.2200,-0.0139
0.5500,2.5528,5.8886,3.1375,0.2200,-0.0129
0.6000,2.5418,5.8887,3.1369,0.2200,-0.0120
0.6500,2.5308,5.8887,3.1363,0.2200,-0.0112
0.7000,2.5198,5.8888,3.1357,0.2200,-0.0104
0.7500,2.5088,5.8888,3.1352,0.2200,-0.0097
0.8000,2.4978,5.8889,3.1347,0.2200,-0.0090
0.8500,2.4868,5.8890,3.1343,0.1250,0.1600
0.8500,2.3310,4.5605,-2.9443,0.2200,0.2586
0.9000,2.3249,4.5593,-2.9363,0.2200,0.2406
0.9500,2.3141,4.5570,-2.9234,0.2200,0.2238
1.0000,2.3034,4.5547,-2.9113,0.2200,0.2082
1.0500,2.2927,4.5521,-2.9002,0.2200,0.1936
1.1000,2.2820,4.5495,-2.8897,0.2200,0.1801
1.1500,2.2713,4.5468,-2.8801,0.2200,0.1676
1.2000,2.2607,4.5439,-2.8711,0.2200,0.1559
1.2500,2.2501,4.5410,-2.8627,0.2200,0.1451
1.3000,2.2395,4.5380,-2.8549,0.2200,0.1350
1.3500,2.2290,4.5349,-2.8476,0.2200,0.1256
1.4000,2.2184,4.5317,-2.8409,0.2200,0.1168
1.4500,2.2079,4.5284,-2.8346,0.2200,0.1087
1.5000,2.1974,4.5251,-2.8288,0.2200,0.1012
1.5500,2.1870,4.5217,-2.8233,0.2200,0.0941
1.6000,2.1765,4.5183,-2.8183,0.2200,0.0876
1.6500,2.1661,4.5148,-2.8136,0.0000,0.1600
1.7000,2.1557,4.5112,-2.8092,0.0000,0.3200
1.7000,2.1557,4.5112,-2.8092,0.0000,0.4800
1.7500,2.1557,4.5112,-2.8012,0.0000,0.6400
1.8000,2.1557,4.5112,-2.7852,0.0000,0.8000
1.8500,2.1557,4.5112,-2.7612,0.0000,0.9600
1.9000,2.1557,4.5112,-2.7292,0.0000,1.1200
1.9500,2.1557,4.5112,-2.6892,0.0000,1.2800
2.0000,2.1557,4.5112,-2.6412,0.0000,1.4400
2.0500,2.1557,4.5112,-2.5852,0.0000,1.4129
2.1000,2.1557,4.5112,-2.5212,0.0000,1.2716
2.1500,2.1557,4.5112,-2.4492,0.0000,1.1444
2.2000,2.1557,4.5112,-2.3785,0.0000,1.0300
2.2500,2.1557,4.5112,-2.3150,0.0000,0.9270
2.3000,2.1557,4.5112,-2.2577,0.0000,0.8343
2.3500,2.1557,4.5112,-2.2062,0.0000,0.7509
2.4000,2.1557,4.5112,-2.1599,0.0000,0.6758
2.4500,2.1557,4.5112,-2.1182,0.0000,0.6082
2.5000,2.1557,4.5112,-2.0806,0.1250,0.4482
2.5500,2.1557,4.5112,-2.0468,0.2200,0.3777
2.6000,2.1557,4.5112,-2.0164,0.2200,0.3507
2.6500,2.1530,4.5056,-1.9940,0.2200,0.3256
2.7000,2.1485,4.4955,-1.9751,0.2200,0.3023
2.7500,2.1441,4.4854,-1.9576,0.2200,0.2807
2.8000,2.1400,4.4752,-1.9413,0.2200,0.2606
2.8500,2.1360,4.4650,-1.9262,0.2200,0.2419
2.9000,2.1322,4.4547,-1.9122,0.2200,0.2246
