time,x,y,theta,v,omega
0.0000,2.1102,4.5596,-1.0972,0.0000,0.1600
0.0500,2.1102,4.5596,-1.0892,0.0000,0.3200
0.1000,2.1102,4.5596,-1.0732,0.0000,0.4800
0.1500,2.1102,4.5596,-1.0492,0.0000,0.6400
0.2000,2.1102,4.5596,-1.0172,0.0000,0.8000
0.2500,2.1102,4.5596,-0.9772,0.0000,0.9600
0.3000,2.1102,4.5596,-0.9292,0.0000,1.1200
0.3500,2.1102,4.5596,-0.8732,0.0000,1.2800
0.4000,2.1102,4.5596,-0.8092,0.0000,1.4400
0.4500,2.1102,4.5596,-0.7372,0.0000,1.6000
0.5000,2.1102,4.5596,-0.6572,0.0000,1.7600
0.5500,2.1102,4.5596,-0.5692,0.0000,1.9200
0.6000,2.1102,4.5596,-0.4732,0.0000,2.0800
0.6500,2.1102,4.5596,-0.3692,0.0000,2.1128
0.7000,2.1102,4.5596,-0.2636,0.0000,1.9528
0.7500,2.1102,4.5596,-0.1660,0.0000,1.7928
0.8000,2.1102,4.5596,-0.0763,0.0000,1.6328
0.8500,2.1102,4.5596,0.0053,0.0000,1.4728
0.9000,2.1102,4.5596,0.0790,0.0000,1.3128
0.9500,2.1102,4.5596,0.1446,0.0000,1.1528
1.0000,2.1102,4.5596,0.2022,0.0000,0.9928
1.0500,2.1102,4.5596,0.2519,0.0000,0.8706
1.1000,2.1102,4.5596,0.2954,0.0000,0.7835
1.1500,2.1102,4.5596,0.3346,0.0000,0.7052
1.2000,2.1102,4.5596,0.3698,0.0000,0.6346
1.2500,2.1102,4.5596,0.4016,0.1250,0.4746
1.3000,2.1160,4.5620,0.4253,0.2200,0.3948
1.3500,2.1260,4.5666,0.4450,0.2200,0.3684
1.4000,2.1359,4.5713,0.4635,0.2200,0.3438
1.4500,2.1458,4.5762,0.4806,0.2200,0.3209
1.5000,2.1555,4.5813,0.4967,0.2200,0.2996
1.5500,2.1652,4.5865,0.5117,0.2200,0.2797
1.6000,2.1748,4.5919,0.5257,0.2200,0.2611
1.6500,2.1843,4.5974,0.5387,0.2200,0.2438
1.7000,2.1938,4.6031,0.5509,0.2200,0.2277
1.7500,2.2031,4.6088,0.5623,0.2200,0.2126
1.8000,2.2124,4.6147,0.5729,0.2200,0.1986
1.8500,2.2217,4.6207,0.5828,0.2200,0.1855
1.9000,2.2309,4.6267,0.5921,0.2200,0.1732
1.9500,2.2400,4.6329,0.6008,0.2200,0.1618
2.0000,2.2491,4.6391,0.6089,0.2200,0.1512
2.0500,2.2581,4.6454,0.6164,0.2200,0.1413
2.1000,2.2671,4.6517,0.6235,0.0000,-0.1600
2.1000,2.9542,4.8430,0.0231,0.0000,-0.3200
2.1500,2.9542,4.8430,0.0151,0.0000,-0.4800
2.2000,2.9542,4.8430,-0.0009,0.0000,-0.6400
2.2500,2.9542,4.8430,-0.0249,0.0000,-0.6256
2.3000,2.9542,4.8430,-0.0569,0.1250,-0.4656
2.3500,2.9542,4.8430,-0.0881,0.2200,-0.3879
2.4000,2.9604,4.8425,-0.1114,0.2200,-0.3596
2.4500,2.9713,4.8413,-0.1308,0.2200,-0.3334
2.5000,2.9822,4.8398,-0.1488,0.2200,-0.3091
2.5500,2.9931,4.8382,-0.1655,0.2200,-0.2866
2.6000,3.0040,4.8364,-0.1809,0.2200,-0.2657
2.6500,3.0148,4.8344,-0.1953,0.2200,-0.2464
2.7000,3.0256,4.8323,-0.2085,0.2200,-0.2284
2.7500,3.0363,4.8300,-0.2209,0.2200,-0.2118
2.8000,3.0471,4.8276,-0.2323,0.2200,-0.1964
2.8500,3.0578,4.8251,-0.2429,0.2200,-0.1821
2.9000,3.0684,4.8224,-0.2527,0.2200,-0.1688
2.9500,3.0791,4.8197,-0.2618,0.2200,-0.1565
3.0000,3.0897,4.8168,-0.2702,0.2200,-0.1451
3.0500,3.1003,4.8139,-0.2781,0.2200,-0.1346
3.1000,3.1109,4.8109,-0.2853,0.2200,-0.1248
3.1500,3.1214,4.8078,-0.2920,0.0000,-0.1600
3.2000,3.1320,4.8046,-0.2983,0.0000,-0.3200
3.2000,3.5593,4.8746,1.5133,0.0000,-0.4800
3.2500,3.5593,4.8746,1.5053,0.0000,-0.6400
3.3000,3.5593,4.8746,1.4893,0.0000,-0.8000
3.3500,3.5593,4.8746,1.4653,0.0000,-0.9600
3.4000,3.5593,4.8746,1.4333,0.0000,-1.1200
3.4500,3.5593,4.8746,1.3933,0.0000,-1.2800
3.5000,3.5593,4.8746,1.3453,0.0000,-1.4400
3.5500,3.5593,4.8746,1.2893,0.0000,-1.6000
3.6000,3.5593,4.8746,1.2253,0.0000,-1.7600
3.6500,3.5593,4.8746,1.1533,0.0000,-1.9200
3.7000,3.5593,4.8746,1.0733,0.0000,-2.0800
3.7500,3.5593,4.8746,0.9853,0.0000,-2.2400
3.8000,3.5593,4.8746,0.8893,0.0000,-2.4000
3.8500,3.5593,4.8746,0.7853,0.0000,-2.5600
3.9000,3.5593,4.8746,0.6733,0.0000,-2.7200
3.9500,3.5593,4.8746,0.5533,0.0000,-2.8400
4.0000,3.5593,4.8746,0.4253,0.0000,-2.8400
4.0500,3.5593,4.8746,0.2893,0.0000,-2.8400
4.1000,3.5593,4.8746,0.1473,0.0000,-2.6800
4.1500,3.5593,4.8746,0.0053,0.0000,-2.5200
4.2000,3.5593,4.8746,-0.1367,0.0000,-2.3600
4.2500,3.5593,4.8746,-0.2707,0.0000,-2.2000
4.3000,3.5593,4.8746,-0.3967,0.0000,-2.0400
4.3500,3.5593,4.8746,-0.5147,0.0000,-1.8800
4.4000,3.5593,4.8746,-0.6247,0.0000,-1.7200
4.4500,3.5593,4.8746,-0.7267,0.0000,-1.5600
4.5000,3.5593,4.8746,-0.8207,0.0000,-1.4000
4.5500,3.5593,4.8746,-0.9067,0.0000,-1.2400
4.6000,3.5593,4.8746,-0.9847,0.0000,-1.0800
4.6500,3.5593,4.8746,-1.0547,0.1250,-0.9200
4.7000,3.5593,4.8746,-1.1167,0.2200,-0.7600
4.7500,3.5593,4.8746,-1.1707,0.2200,-0.6000
4.8000,3.5617,4.8688,-1.2167,0.2200,-0.4400
4.8500,3.5655,4.8585,-1.2547,0.2200,-0.2800
4.9000,3.5690,4.8481,-1.2847,0.2200,-0.2200
4.9500,3.5721,4.8375,-1.3067,0.2200,-0.2191
5.0000,3.5749,4.8269,-1.3207,0.2200,-0.2194
5.0500,3.5777,4.8162,-1.3317,0.2200,-0.2210
5.1000,3.5803,4.8055,-1.3427,0.2200,-0.2243
5.1500,3.5828,4.7948,-1.3536,0.2200,-0.2296
5.2000,3.5851,4.7841,-1.3647,0.2200,-0.2375
5.2500,3.5874,4.7733,-1.3759,0.2200,-0.2488
5.3000,3.5895,4.7625,-1.3874,0.2200,-0.2648
5.3500,3.5915,4.7517,-1.3993,0.2200,-0.2877
5.4000,3.5934,4.7409,-1.4117,0.2200,-0.3213
5.4500,3.5951,4.7300,-1.4249,0.2200,-0.3729
5.5000,3.5967,4.7191,-1.4393,0.1250,-0.1600
5.5500,3.5982,4.7082,-1.4554,0.2200,-0.1837
5.6000,3.5994,4.6973,-1.4740,0.2200,-0.2013
5.6000,4.5017,4.4316,-0.6500,0.2200,-0.2277
5.6500,4.5067,4.4278,-0.6580,0.2200,-0.2695
5.7000,4.5154,4.4211,-0.6672,0.2200,-0.3425
5.7500,4.5240,4.4143,-0.6773,0.0950,-0.5025
5.8000,4.5326,4.4074,-0.6886,0.0000,-0.6625
5.8500,4.5411,4.4004,-0.7021,0.0000,-0.7280
5.9000,4.5495,4.3933,-0.7193,0.0000,-0.6552
5.9500,4.5531,4.3901,-0.7444,0.1250,-0.4952
6.0000,4.5531,4.3901,-0.7775,0.0000,-0.6552
6.0500,4.5531,4.3901,-0.8139,0.0000,-0.8120
6.1000,4.5531,4.3901,-0.8467,0.0000,-0.7308
6.1500,4.5572,4.3855,-0.8714,0.0000,-0.6577
6.2000,4.5572,4.3855,-0.9042,0.1250,-0.4977
6.2500,4.5572,4.3855,-0.9448,0.0000,0.0000
6.3000,4.5572,4.3855,-0.9813,0.0000,0.0000
