time,x,y,theta
0.000000,5.435316,4.074472,0.794045
4.133336,5.564177,5.099740,1.529370
4.969380,5.586776,5.298343,1.414786
5.808675,5.624991,5.494630,1.356878
6.648864,5.670717,5.689326,1.330098
7.488771,5.719510,5.883281,1.320884
8.327661,5.768842,6.077099,1.321965
9.165061,5.817197,6.271162,1.329382
10.000669,5.863608,6.465698,1.340962
10.834295,5.907406,6.660839,1.355502
19.507282,6.064409,8.557659,2.006808
20.296131,6.005950,8.677264,2.039552
22.962910,5.464003,9.018183,2.039552
