time,x,y,theta
0.000000,5.000000,7.500000,0.794045
4.133336,5.421673,8.409132,0.879533
4.969380,5.533855,8.574318,1.030214
5.808675,5.628748,8.750278,1.103072
6.648864,5.714740,8.930819,1.139889
7.488771,5.795935,9.113584,1.160273
8.327661,5.874281,9.297592,1.172991
9.165061,5.950708,9.482406,1.182041
10.000669,6.025671,9.667819,1.189292
10.834295,6.099393,9.853728,1.195630
19.507282,6.860707,11.883923,0.811766
20.296131,7.002282,12.021216,0.755927
22.962910,7.601928,11.729828,0.755927
