time,xc,yc,theta_c,sx,sy
0.000000,5.811772,5.858157,0.794045,1.000000,1.000000
4.133336,6.075124,6.835543,0.762690,1.021236,0.918659
4.969380,6.140285,7.023474,0.755104,1.032169,0.893124
5.808675,6.205808,7.214222,0.750909,1.040302,0.876789
6.648864,6.271114,7.405966,0.748624,1.047050,0.864730
7.488771,6.335768,7.598204,0.747253,1.053106,0.854712
8.327661,6.399372,7.790810,0.746208,1.058822,0.845660
9.165061,6.461596,7.983767,0.745137,1.064390,0.837026
10.000669,6.522175,8.177081,0.743828,1.069937,0.828519
10.834295,6.580895,8.370759,0.742138,1.075558,0.819975
19.507282,7.005879,10.022988,0.380128,0.923152,1.030138
20.296131,7.004367,10.065742,0.271802,0.868833,1.089267
22.962910,7.000000,10.000000,0.000000,1.000000,1.000000
