time_s,linear_x,angular_z
1776928817.222598,0.000292,0.363509
1776928817.242509,0.000851,0.381696
1776928817.262875,0.001419,0.400296
1776928817.282454,0.001963,0.417707
1776928817.302461,0.002514,0.435051
1776928817.323149,0.003081,0.453001
1776928817.342805,0.003616,0.469857
1776928817.362477,0.004145,0.477720
1776928817.382499,0.004681,0.494583
1776928817.402431,0.004937,0.496738
1776928817.422958,0.005477,0.513775
1776928817.442548,0.005988,0.529893
1776928817.463015,0.006420,0.525399
1776928817.482461,0.006916,0.541250
1776928817.502820,0.007430,0.557731
1776928817.522504,0.007758,0.519174
1776928817.542499,0.008242,0.535391
1776928817.562652,0.008520,0.509454
1776928817.582912,0.008989,0.525869
1776928817.602737,0.009441,0.541861
1776928817.622715,0.009542,0.493356
1776928817.642683,0.009967,0.509532
1776928817.663131,0.010053,0.475967
1776928817.682653,0.010440,0.491805
1776928817.702499,0.010623,0.455484
1776928817.722806,0.010990,0.471988
1776928817.742636,0.011341,0.488085
1776928817.762561,0.011417,0.458366
1776928817.783336,0.011748,0.475271
1776928817.803303,0.011503,0.421700
1776928817.823171,0.011772,0.437915
1776928817.842551,0.012025,0.453753
1776928817.862721,0.011298,0.420983
1776928817.883559,0.011525,0.438070
1776928817.902844,0.011725,0.453933
1776928817.923222,0.010715,0.406465
1776928817.942937,0.010867,0.422737
1776928817.962927,0.009711,0.397754
1776928817.983344,0.009822,0.414698
1776928818.002491,0.008770,0.396218
1776928818.022842,0.008838,0.413228
1776928818.042547,0.008892,0.429809
1776928818.063014,0.007389,0.388656
1776928818.083198,0.007384,0.405736
1776928818.102633,0.005657,0.380211
1776928818.122541,0.005603,0.397204
1776928818.142871,0.005534,0.414719
1776928818.162457,0.004050,0.376765
1776928818.183030,0.003917,0.394627
1776928818.203259,0.002816,0.375209
1776928818.223069,0.002636,0.392632
1776928818.242318,0.002450,0.409753
1776928818.262882,0.001322,0.387337
1776928818.282463,0.001078,0.404993
1776928818.302366,0.000819,0.423170
1776928818.322841,-0.000857,0.380162
1776928818.342343,-0.001183,0.398142
1776928818.362482,-0.002486,0.381732
1776928818.383477,-0.002894,0.401443
1776928818.402470,-0.003274,0.419538
1776928818.422890,-0.004767,0.399310
1776928818.443050,-0.005229,0.418366
1776928818.462615,-0.007078,0.384939
1776928818.483189,-0.007620,0.402788
1776928818.502419,-0.009349,0.379612
1776928818.522528,-0.009940,0.396713
1776928818.542609,-0.010544,0.413462
1776928818.562467,-0.013307,0.366639
1776928818.582357,-0.013989,0.383041
1776928818.602331,-0.015966,0.362946
1776928818.622852,-0.016734,0.379447
1776928818.642928,-0.017498,0.395220
