time_s,x,y,yaw_rad
1776930426.383149,5.130000,4.375000,3.140000
1776930426.486922,5.130000,4.375000,3.140000
1776930426.583111,5.130000,4.375000,3.140000
1776930426.683353,5.130000,4.375000,3.140000
1776930426.784899,5.130000,4.375000,3.140000
1776930426.884600,5.130000,4.375000,3.140000
1776930426.982516,5.130000,4.375000,3.140000
1776930427.085049,5.130000,4.375000,3.140000
1776930427.184081,5.130000,4.375000,3.140000
1776930427.284859,5.130000,4.375000,3.140000
1776930427.409153,5.130000,4.375000,3.140000
1776930427.485182,5.130000,4.375000,3.140000
1776930427.583528,5.130000,4.375000,3.140000
1776930427.686050,5.130000,4.375000,3.140000
1776930427.783451,5.130000,4.375000,3.140000
1776930427.885815,5.130000,4.375000,3.140000
1776930427.984910,5.130000,4.375000,3.140000
1776930428.085784,5.130000,4.375000,3.140000
1776930428.183659,5.130000,4.375000,3.140000
1776930428.284860,5.130000,4.375000,3.140000
1776930428.384707,5.130000,4.375000,3.140000
1776930428.485042,5.130000,4.375000,3.140000
1776930428.585244,5.130000,4.375000,3.140000
1776930428.684993,5.130000,4.375000,3.140000
1776930428.785692,5.130000,4.375000,3.140000
1776930428.885668,5.130000,4.375000,3.140000
1776930428.983978,5.130000,4.375000,3.140000
1776930429.085681,5.130000,4.375000,3.140000
1776930429.185194,5.130000,4.375000,3.140000
1776930429.285747,5.130000,4.375000,3.140000
1776930429.409780,5.130000,4.375000,3.140000
1776930429.485220,5.130000,4.375000,3.140000
1776930429.630379,5.130000,4.375000,3.140000
1776930429.715100,5.130205,4.374999,3.136202
1776930429.798050,5.130450,4.374997,3.126267
1776930429.921908,5.132044,4.374941,3.087406
1776930430.007262,5.132778,4.374884,3.040656
1776930430.094185,5.134845,4.374601,2.969655
1776930430.226735,5.141602,4.373139,2.887551
1776930430.311628,5.147190,4.371553,2.842554
1776930430.434516,5.156805,4.368192,2.768046
1776930430.518248,5.164666,4.364831,2.706979
1776930430.603494,5.170500,4.361956,2.660521
1776930430.687750,5.176159,4.358834,2.614356
1776930430.822271,5.186651,4.352082,2.525239
1776930430.947912,5.194171,4.346361,2.457159
1776930431.032276,5.197947,4.343160,2.419467
1776930431.115320,5.201749,4.339619,2.364244
1776930431.196451,5.203230,4.338093,2.318078
1776930431.332910,5.203310,4.338000,2.240649
1776930431.510986,5.200447,4.342037,2.134585
1776930431.598922,5.197767,4.346583,2.072349
1776930431.970247,5.185125,4.378490,1.823698
1776930432.098748,5.182183,4.392418,1.734289
1776930432.187561,5.180924,4.401577,1.680527
1776930432.320068,5.179800,4.423719,1.562483
1776930432.448339,5.181158,4.447283,1.464016
1776930432.532347,5.184190,4.467262,1.376360
