time_s,x,y,yaw_rad
1776928814.113431,3.705000,0.875000,1.575798
1776928814.151690,3.705000,0.875000,1.575821
1776928814.205831,3.705000,0.875000,1.575746
1776928814.271798,3.705000,0.875000,1.575858
1776928814.299510,3.705000,0.875000,1.575793
1776928814.363692,3.705000,0.875000,1.575789
1776928814.405216,3.705000,0.875000,1.575867
1776928814.444119,3.705000,0.875000,1.575761
1776928814.500156,3.705000,0.875000,1.575813
1776928814.553811,3.705000,0.875000,1.575752
1776928814.595952,3.705000,0.875000,1.575885
1776928814.661242,3.705000,0.875000,1.575802
1776928814.705322,3.705000,0.875000,1.575889
1776928814.745265,3.705000,0.875000,1.575825
1776928814.798990,3.705000,0.875000,1.575790
1776928814.853230,3.705000,0.875000,1.575832
1776928814.898772,3.705000,0.875000,1.575729
1776928814.945078,3.705000,0.875000,1.575809
1776928815.003866,3.705000,0.875000,1.575747
1776928815.047518,3.705000,0.875000,1.575788
1776928815.097784,3.705000,0.875000,1.575787
1776928815.152981,3.705000,0.875000,1.575711
1776928815.196994,3.705000,0.875000,1.575749
1776928815.244901,3.705000,0.875000,1.575747
1776928815.305696,3.705000,0.875000,1.575816
1776928815.346233,3.705000,0.875000,1.575729
1776928815.396815,3.705000,0.875000,1.575861
1776928815.452081,3.705000,0.875000,1.575789
1776928815.496417,3.705000,0.875000,1.575905
1776928815.545087,3.705000,0.875000,1.575827
1776928815.604019,3.705000,0.875000,1.575878
1776928815.646003,3.705000,0.875000,1.575884
1776928815.697214,3.705000,0.875000,1.575783
1776928815.753152,3.705000,0.875000,1.575880
1776928815.801254,3.705000,0.875000,1.575821
1776928815.844596,3.705000,0.875000,1.575806
1776928815.905007,3.705000,0.875000,1.575794
1776928815.947623,3.705000,0.875000,1.575871
1776928815.996733,3.705000,0.875000,1.575865
1776928816.054756,3.705000,0.875000,1.575823
1776928816.098365,3.705000,0.875000,1.575888
1776928816.145718,3.705000,0.875000,1.575829
1776928816.205692,3.705000,0.875000,1.575903
1776928816.245041,3.705000,0.875000,1.575766
1776928816.295906,3.705000,0.875000,1.575976
1776928816.352674,3.705000,0.875000,1.575793
1776928816.395574,3.705000,0.875000,1.575922
1776928816.447375,3.705000,0.875000,1.575919
1776928816.501914,3.705000,0.875000,1.575910
1776928816.545087,3.705000,0.875000,1.575924
1776928816.606396,3.705000,0.875000,1.575823
1776928816.649436,3.705000,0.875000,1.575906
1776928816.695801,3.705000,0.875000,1.575811
1776928816.745407,3.705000,0.875000,1.575868
1776928816.802346,3.705000,0.875000,1.575861
1776928816.844790,3.705000,0.875000,1.575947
1776928816.909162,3.705000,0.875000,1.575867
1776928816.948270,3.705000,0.875000,1.575942
1776928816.996872,3.705000,0.875000,1.575923
1776928817.054967,3.705000,0.875000,1.575941
1776928817.100710,3.705000,0.875000,1.575886
1776928817.146767,3.705000,0.875000,1.575846
1776928817.204368,3.705000,0.875000,1.575832
1776928817.244339,3.705000,0.875000,1.575731
1776928817.296263,3.705000,0.875000,1.575825
1776928817.351435,3.705000,0.875000,1.579529
1776928817.396576,3.704998,0.875177,1.585669
1776928817.443599,3.704997,0.875228,1.594801
1776928817.503347,3.704995,0.875278,1.618520
1776928817.544975,3.704991,0.875354,1.637033
1776928817.605262,3.704983,0.875455,1.665586
1776928817.648005,3.704972,0.875556,1.687811
1776928817.697887,3.704975,0.875531,1.711121
1776928817.745819,3.704975,0.875531,1.731595
1776928817.802205,3.704966,0.875580,1.762752
1776928817.844541,3.704890,0.875952,1.784719
1776928817.905612,3.704804,0.876322,1.813281
1776928817.946206,3.704665,0.876861,1.831678
1776928817.995148,3.704538,0.877325,1.846870
1776928818.049032,3.704401,0.877786,1.872459
1776928818.099350,3.704184,0.878461,1.890758
1776928818.155282,3.704085,0.878748,1.914396
1776928818.202154,3.704024,0.878914,1.930236
1776928818.243233,3.704006,0.878962,1.947438
1776928818.304022,3.704006,0.878962,1.973080
1776928818.344812,3.703976,0.879031,1.987499
1776928818.405384,3.703965,0.879054,2.003569
1776928818.447566,3.703965,0.879054,2.023880
1776928818.496843,3.703954,0.879077,2.040047
1776928818.555190,3.703930,0.879122,2.066385
1776928818.599543,3.703930,0.879122,2.081753
1776928818.645306,3.703943,0.879100,2.096625
1776928818.705088,3.704047,0.878926,2.121921
1776928818.750016,3.704315,0.878497,2.137956
1776928818.796295,3.704522,0.878178,2.154025
1776928818.852430,3.704833,0.877717,2.174746
1776928818.897017,3.705473,0.876805,2.190689
1776928818.956115,3.706025,0.876049,2.212907
1776928819.002762,3.707051,0.874698,2.227275
1776928819.044779,3.707830,0.873701,2.241381
1776928819.104136,3.708564,0.872797,2.263564
1776928819.145524,3.709789,0.871347,2.280928
1776928819.204540,3.710689,0.870319,2.299397
1776928819.249433,3.711731,0.869179,2.323300
1776928819.298030,3.713649,0.867161,2.338267
1776928819.355447,3.715106,0.865683,2.359420
1776928819.406290,3.717562,0.863271,2.371106
