time_s,x,y,yaw_rad
1776930426.485003,3.705000,7.874975,-1.569969
1776930426.488925,3.705000,7.874975,-1.569968
1776930426.490594,3.705000,7.874975,-1.569972
1776930426.525695,3.705000,7.874975,-1.569971
1776930426.568789,3.705000,7.874975,-1.569970
1776930426.647544,3.705000,7.874949,-1.569967
1776930426.708822,3.705000,7.874975,-1.569972
1776930426.722532,3.705000,7.875000,-1.569976
1776930426.772352,3.705000,7.875000,-1.569977
1776930426.815641,3.705000,7.874949,-1.569977
1776930426.863075,3.705000,7.874975,-1.569972
1776930426.912039,3.705000,7.874975,-1.569971
1776930426.965920,3.705000,7.875000,-1.569976
1776930427.011574,3.705000,7.874975,-1.569972
1776930427.071835,3.705000,7.874975,-1.569967
1776930427.113235,3.705000,7.874975,-1.569966
1776930427.162780,3.705000,7.875000,-1.569967
1776930427.216328,3.705000,7.874975,-1.569972
1776930427.266217,3.705000,7.875000,-1.569973
1776930427.310716,3.705000,7.874975,-1.569977
1776930427.368702,3.705000,7.874975,-1.569966
1776930427.410616,3.705000,7.875000,-1.569971
1776930427.474428,3.705000,7.875000,-1.569965
1776930427.516216,3.705000,7.874975,-1.569971
1776930427.565921,3.705000,7.874975,-1.569966
1776930427.627009,3.705000,7.874975,-1.569969
1776930427.665723,3.705000,7.874975,-1.569963
1776930427.711747,3.705000,7.874975,-1.569967
1776930427.770630,3.705000,7.874975,-1.569959
1776930427.810911,3.705000,7.874975,-1.569958
1776930427.873682,3.705000,7.874975,-1.569968
1776930427.913123,3.705000,7.874975,-1.569965
1776930427.972134,3.705000,7.874975,-1.569966
1776930428.017335,3.705000,7.874975,-1.569960
1776930428.064362,3.705000,7.874975,-1.569972
1776930428.117093,3.705000,7.874975,-1.569964
1776930428.165602,3.705000,7.874949,-1.569968
1776930428.222414,3.705000,7.874975,-1.569961
1776930428.265343,3.705000,7.874975,-1.569973
1776930428.311516,3.705000,7.874975,-1.569972
1776930428.365774,3.705000,7.874975,-1.569976
1776930428.410657,3.705000,7.874975,-1.569974
1776930428.471806,3.705000,7.874975,-1.569973
1776930428.513792,3.705000,7.875000,-1.569975
1776930428.566124,3.705000,7.874975,-1.569975
1776930428.620808,3.705000,7.874975,-1.569975
1776930428.665374,3.705000,7.874975,-1.569966
1776930428.710507,3.705000,7.874975,-1.569980
1776930428.772810,3.705000,7.875000,-1.569972
1776930428.815520,3.705000,7.874975,-1.569978
1776930428.863500,3.705000,7.875000,-1.569979
1776930428.910924,3.705000,7.875000,-1.569974
1776930428.967855,3.705000,7.874975,-1.569970
1776930429.009698,3.705000,7.875000,-1.569979
1776930429.072679,3.705000,7.874975,-1.569979
1776930429.116651,3.705000,7.874975,-1.569972
1776930429.164765,3.705000,7.874975,-1.569970
1776930429.211555,3.705000,7.874975,-1.569974
1776930429.269758,3.705000,7.874975,-1.569976
1776930429.312969,3.705000,7.874975,-1.569978
1776930429.365981,3.705000,7.874975,-1.569976
1776930429.418201,3.705000,7.874975,-1.569975
1776930429.467370,3.705000,7.874975,-1.569973
1776930429.518939,3.705000,7.874975,-1.569975
1776930429.571815,3.705000,7.875000,-1.570000
1776930429.612291,3.705000,7.874823,-1.570774
1776930429.675187,3.704998,7.873355,-1.573032
1776930429.718130,3.704976,7.869305,-1.579765
1776930429.765544,3.704840,7.859131,-1.588508
1776930429.812759,3.704645,7.849287,-1.592696
1776930429.878806,3.704408,7.838761,-1.593995
1776930429.915092,3.704028,7.822794,-1.595125
1776930429.963593,3.703762,7.812167,-1.596455
1776930430.010602,3.703488,7.801717,-1.597703
1776930430.072763,3.703195,7.791091,-1.598959
1776930430.115039,3.702742,7.775126,-1.599408
1776930430.165267,3.702431,7.764323,-1.599676
1776930430.212729,3.702122,7.753672,-1.599923
1776930430.271709,3.701802,7.742970,-1.601419
1776930430.424437,3.701303,7.727057,-1.602943
1776930430.425813,3.700952,7.716458,-1.604881
1776930430.427415,3.700581,7.706062,-1.608072
1776930430.579831,3.699980,7.690330,-1.609856
1776930430.581715,3.699610,7.680998,-1.610940
1776930430.583259,3.699196,7.670755,-1.611423
1776930430.614307,3.698538,7.654621,-1.611770
1776930430.675081,3.698145,7.645112,-1.612312
1776930430.727899,3.697500,7.629559,-1.612219
1776930430.763725,3.697105,7.620076,-1.612630
1776930430.823408,3.696658,7.609354,-1.612238
1776930430.872196,3.696017,7.593978,-1.612644
1776930430.913088,3.695594,7.583888,-1.612804
1776930430.973243,3.695146,7.573140,-1.612139
1776930431.017741,3.694484,7.557082,-1.611857
1776930431.091007,3.694043,7.546308,-1.611608
1776930431.110458,3.693609,7.535611,-1.610932
1776930431.171954,3.693181,7.524887,-1.610602
1776930431.237246,3.692549,7.508777,-1.609388
1776930431.273952,3.692185,7.499216,-1.608318
1776930431.316240,3.691592,7.483079,-1.606664
1776930431.381714,3.691215,7.472379,-1.605350
1776930431.413580,3.690851,7.461603,-1.603934
1776930431.474087,3.690507,7.450852,-1.601607
1776930431.527535,3.690022,7.434761,-1.600269
1776930431.567845,3.689716,7.424085,-1.598575
1776930431.612577,3.689422,7.413407,-1.597970
1776930431.674764,3.689140,7.402679,-1.596325
1776930431.711899,3.688737,7.386663,-1.595532
1776930431.774682,3.688476,7.375960,-1.594828
1776930431.822339,3.688232,7.365357,-1.592755
1776930431.866023,3.687912,7.350402,-1.591658
1776930431.910886,3.687693,7.339571,-1.590355
1776930431.976827,3.687487,7.328842,-1.589544
1776930432.014745,3.687192,7.312696,-1.588608
1776930432.065525,3.687007,7.301941,-1.587510
1776930432.109532,3.686831,7.291134,-1.586543
1776930432.172859,3.686671,7.280404,-1.584897
1776930432.215799,3.686448,7.264206,-1.584257
1776930432.265627,3.686310,7.253476,-1.583028
1776930432.311968,3.686186,7.242795,-1.581777
1776930432.371765,3.686078,7.232064,-1.580012
1776930432.410651,3.685939,7.216018,-1.578833
1776930432.465022,3.685855,7.205261,-1.578495
1776930432.523321,3.685781,7.194580,-1.576777
1776930432.571010,3.685691,7.178559,-1.576071
1776930432.611677,3.685640,7.167827,-1.575129
1776930432.674176,3.685600,7.157121,-1.573875
1776930432.720912,3.685572,7.146440,-1.572911
1776930432.768499,3.685547,7.130241,-1.571862
1776930432.810463,3.685538,7.119484,-1.571333
1776930432.873329,3.685534,7.108727,-1.570970
1776930432.917903,3.685538,7.097944,-1.569826
1776930432.967123,3.685558,7.081948,-1.569310
1776930433.010188,3.685581,7.071115,-1.567973
1776930433.072595,3.685617,7.060434,-1.566886
1776930433.115000,3.685688,7.044185,-1.565976
1776930433.166902,3.685747,7.033529,-1.564641
1776930433.210985,3.685818,7.022798,-1.563722
1776930433.274696,3.685905,7.012016,-1.561730
1776930433.313363,3.686053,6.996045,-1.561260
1776930433.367323,3.686158,6.985314,-1.560855
1776930433.411869,3.686266,6.974659,-1.560395
1776930433.470840,3.686376,6.963902,-1.560834
1776930433.511789,3.686533,6.947856,-1.561158
1776930433.565473,3.686635,6.937049,-1.561630
1776930433.623073,3.686730,6.926394,-1.562095
1776930433.670009,3.686868,6.910221,-1.562354
1776930433.712503,3.686956,6.899413,-1.563124
1776930433.772525,3.687030,6.889239,-1.563853
1776930433.812423,3.687130,6.874306,-1.564401
1776930433.874413,3.687190,6.864688,-1.564676
1776930433.914922,3.687253,6.853855,-1.565162
1776930433.965407,3.687336,6.838264,-1.565812
1776930434.010302,3.687384,6.828216,-1.566228
1776930434.070000,3.687430,6.817484,-1.566836
1776930434.110594,3.687493,6.801387,-1.566948
1776930434.178108,3.687529,6.791262,-1.567396
1776930434.212924,3.687581,6.775772,-1.567492
1776930434.265612,3.687616,6.765699,-1.567178
1776930434.313781,3.687661,6.754992,-1.566135
1776930434.371970,3.687715,6.744235,-1.565267
1776930434.416167,3.687810,6.728214,-1.564548
1776930434.473183,3.687871,6.718596,-1.564289
1776930434.514825,3.687948,6.707814,-1.563030
1776930434.568343,3.688075,6.691717,-1.562737
1776930434.610442,3.688164,6.680935,-1.562481
1776930434.674238,3.688259,6.670204,-1.561343
1776930434.710508,3.688415,6.654031,-1.560944
1776930434.773147,3.688513,6.644515,-1.560153
1776930434.819793,3.688630,6.633708,-1.559741
1776930434.867643,3.688812,6.617560,-1.559254
1776930434.912595,3.688938,6.606855,-1.558874
1776930434.975086,3.689073,6.596124,-1.557579
1776930435.018255,3.689288,6.580053,-1.557274
1776930435.066648,3.689435,6.569297,-1.556950
1776930435.110894,3.689587,6.558642,-1.556135
1776930435.175501,3.689749,6.547937,-1.555167
1776930435.214291,3.690010,6.531842,-1.553992
1776930435.269351,3.690194,6.521162,-1.553185
1776930435.311579,3.690386,6.510432,-1.552541
1776930435.373073,3.690589,6.499652,-1.551506
1776930435.412507,3.690908,6.483481,-1.550537
1776930435.464645,3.691131,6.472676,-1.549779
1776930435.520238,3.691364,6.461947,-1.548433
1776930435.564999,3.691708,6.446967,-1.547263
1776930435.614540,3.691965,6.436238,-1.546434
1776930435.675998,3.692235,6.425459,-1.545061
1776930435.715524,3.692656,6.409342,-1.544349
1776930435.764428,3.692942,6.398690,-1.543555
1776930435.811749,3.693240,6.387962,-1.542537
1776930435.874580,3.693549,6.377210,-1.541449
1776930435.919749,3.694022,6.361195,-1.541120
1776930435.965038,3.694346,6.350417,-1.540305
1776930436.009849,3.694674,6.339792,-1.539646
1776930436.072786,3.695018,6.328990,-1.538270
1776930436.113802,3.695547,6.312951,-1.537405
1776930436.164148,3.695908,6.302226,-1.536820
1776930436.210070,3.696277,6.291450,-1.536430
1776930436.270410,3.696650,6.280725,-1.535504
1776930436.312718,3.697227,6.264536,-1.534917
1776930436.374546,3.697614,6.253761,-1.534754
1776930436.421747,3.698009,6.242985,-1.533584
1776930436.468847,3.698613,6.226899,-1.533021
1776930436.511658,3.699024,6.216099,-1.532361
1776930436.572601,3.699440,6.205376,-1.531700
1776930436.619441,3.699869,6.194577,-1.530444
1776930436.667355,3.700521,6.178517,-1.530078
1776930436.713980,3.700962,6.167820,-1.529098
1776930436.774759,3.701415,6.157073,-1.528230
1776930436.814829,3.702105,6.141015,-1.527455
1776930436.865526,3.702574,6.130319,-1.526442
1776930436.911911,3.703052,6.119674,-1.525549
1776930436.974262,3.703549,6.108928,-1.523474
1776930437.013191,3.704318,6.092824,-1.522781
1776930437.065830,3.704842,6.082029,-1.521675
1776930437.109627,3.705374,6.071285,-1.520950
1776930437.174792,3.705918,6.060542,-1.519514
1776930437.213802,3.706755,6.044390,-1.518520
1776930437.266033,3.707324,6.033547,-1.518232
1776930437.309831,3.707890,6.022855,-1.517584
1776930437.371978,3.708473,6.012063,-1.516056
1776930437.410049,3.709359,5.995990,-1.515360
1776930437.463162,3.709963,5.985174,-1.514790
1776930437.522192,3.710564,5.974484,-1.514374
1776930437.568572,3.711471,5.958514,-1.513843
1776930437.611004,3.712081,5.947825,-1.513619
1776930437.671066,3.712669,5.937591,-1.513272
1776930437.714484,3.713521,5.922809,-1.513114
1776930437.765293,3.714144,5.912069,-1.512676
1776930437.823300,3.714769,5.901381,-1.512024
1776930437.866909,3.715720,5.885236,-1.511888
1776930437.916021,3.716282,5.875710,-1.511936
1776930437.969581,3.716915,5.864947,-1.512047
1776930438.011955,3.717791,5.850064,-1.511986
1776930438.075326,3.718353,5.840539,-1.511852
1776930438.113335,3.719307,5.824368,-1.511918
1776930438.162023,3.719867,5.814817,-1.512341
1776930438.222186,3.720498,5.804002,-1.512865
1776930438.267213,3.721426,5.787957,-1.513102
1776930438.310236,3.722047,5.777192,-1.513234
1776930438.376182,3.722629,5.767009,-1.514147
1776930438.411762,3.723528,5.751038,-1.515058
1776930438.465839,3.724088,5.740954,-1.515609
1776930438.521513,3.724642,5.730820,-1.516727
1776930438.568257,3.725504,5.714821,-1.517248
1776930438.610653,3.726069,5.704155,-1.518367
1776930438.672870,3.726626,5.693489,-1.518930
1776930438.720288,3.727177,5.682847,-1.519215
1776930438.768460,3.728014,5.666569,-1.519574
1776930438.813206,3.728558,5.655927,-1.519938
1776930438.873652,3.729102,5.645158,-1.520679
1776930438.916708,3.729637,5.634414,-1.521384
1776930438.965273,3.730433,5.618311,-1.521518
1776930439.013409,3.730961,5.607516,-1.522178
1776930439.087113,3.731479,5.596797,-1.522849
1776930439.116580,3.732245,5.580718,-1.523530
1776930439.166356,3.732752,5.569998,-1.523627
1776930439.215618,3.733256,5.559278,-1.523939
1776930439.275904,3.733753,5.548634,-1.524415
1776930439.314726,3.734496,5.532629,-1.524400
1776930439.367642,3.734995,5.521909,-1.524044
1776930439.413946,3.735502,5.511164,-1.523352
1776930439.469976,3.736015,5.500470,-1.522395
1776930439.514218,3.736798,5.484392,-1.521795
1776930439.563179,3.737328,5.473673,-1.521023
1776930439.639468,3.737871,5.462879,-1.520023
1776930439.696441,3.738697,5.446777,-1.519096
1776930439.714088,3.739251,5.436136,-1.518551
1776930439.770974,3.739764,5.426455,-1.517163
1776930439.817626,3.740601,5.410988,-1.516196
1776930439.914273,3.741161,5.400879,-1.514828
1776930439.915530,3.742001,5.385944,-1.514381
