time,x,y,theta,v,omega
0.0000,5.0000,7.5000,0.0000,0.1250,0.1250
0.0500,5.0063,7.5000,0.0063,0.2500,0.2500
0.1000,5.0187,7.5001,0.0188,0.2500,0.3115
0.1500,5.0312,7.5003,0.0343,0.2500,0.2887
0.2000,5.0437,7.5007,0.0488,0.2500,0.2676
0.2500,5.0562,7.5014,0.0621,0.2500,0.2481
0.3000,5.0687,7.5021,0.0745,0.2500,0.2299
0.3500,5.0812,7.5031,0.0860,0.2500,0.2131
0.4000,5.0936,7.5041,0.0967,0.2500,0.1976
0.4500,5.1061,7.5053,0.1066,0.2500,0.1831
0.5000,5.1185,7.5067,0.1157,0.2500,0.1698
0.5500,5.1309,7.5081,0.1242,0.2500,0.1574
0.6000,5.1433,7.5097,0.1321,0.2500,0.1459
0.6500,5.1557,7.5113,0.1394,0.2500,0.1352
0.7000,5.1681,7.5130,0.1461,0.2500,0.1253
0.7500,5.1804,7.5149,0.1524,0.2500,0.1162
0.8000,5.1928,7.5168,0.1582,0.2500,0.1077
0.8500,5.2051,7.5187,0.1636,0.2500,0.0998
0.9000,5.2175,7.5208,0.1686,0.2500,0.0925
0.9500,5.2298,7.5229,0.1732,0.2500,0.0858
1.0000,5.2421,7.5250,0.1775,0.2500,0.0795
1.0500,5.2544,7.5272,0.1815,0.2500,0.0737
1.1000,5.2667,7.5295,0.1852,0.2500,0.0683
1.1500,5.2790,7.5318,0.1886,0.2500,0.0633
1.2000,5.2913,7.5341,0.1918,0.2500,0.0587
1.2500,5.3035,7.5365,0.1947,0.1250,-0.1053
1.2500,5.3035,7.5365,0.1947,0.2500,-0.0975
1.3000,5.3097,7.5377,0.1894,0.2500,-0.0903
1.3500,5.3220,7.5401,0.1846,0.2500,-0.0836
1.4000,5.3342,7.5424,0.1800,0.2500,-0.0774
1.4500,5.3465,7.5446,0.1759,0.2500,-0.0717
1.5000,5.3589,7.5468,0.1720,0.2500,-0.0664
1.5500,5.3712,7.5489,0.1684,0.2500,-0.0615
1.6000,5.3835,7.5510,0.1651,0.2500,-0.0569
1.6500,5.3958,7.5531,0.1620,0.2500,-0.0527
1.7000,5.4082,7.5551,0.1592,0.2500,-0.0488
1.7500,5.4205,7.5571,0.1565,0.2500,-0.0452
1.8000,5.4328,7.5590,0.1541,0.2500,-0.0419
1.8500,5.4452,7.5609,0.1518,0.2500,-0.0388
1.9000,5.4576,7.5628,0.1497,0.2500,-0.0359
1.9500,5.4699,7.5647,0.1478,0.2500,-0.0333
2.0000,5.4823,7.5665,0.1460,0.2500,-0.0308
2.0500,5.4946,7.5684,0.1443,0.2500,-0.0285
2.1000,5.5070,7.5702,0.1428,0.2500,-0.0264
2.1500,5.5194,7.5719,0.1414,0.2500,-0.0245
2.2000,5.5318,7.5737,0.1400,0.2500,-0.0227
2.2500,5.5441,7.5754,0.1388,0.2500,-0.0210
2.3000,5.5565,7.5772,0.1377,0.2500,-0.0194
2.3500,5.5689,7.5789,0.1366,0.2500,-0.0180
2.4000,5.5813,7.5806,0.1357,0.2500,-0.0167
2.4500,5.5937,7.5823,0.1348,0.1250,-0.0154
2.5000,5.6061,7.5840,0.1339,0.2500,-0.0143
2.5000,5.6061,7.5840,0.1339,0.2500,-0.0132
2.5500,5.6123,7.5848,0.1332,0.2500,-0.0123
2.6000,5.6246,7.5865,0.1324,0.2500,-0.0113
2.6500,5.6370,7.5881,0.1318,0.2500,-0.0105
2.7000,5.6494,7.5897,0.1312,0.2500,-0.0097
2.7500,5.6618,7.5914,0.1306,0.2500,-0.0090
2.8000,5.6742,7.5930,0.1301,0.2500,-0.0083
2.8500,5.6866,7.5946,0.1296,0.2500,-0.0077
2.9000,5.6990,7.5962,0.1291,0.2500,-0.0072
2.9500,5.7114,7.5979,0.1287,0.2500,-0.0066
3.0000,5.7238,7.5995,0.1283,0.2500,-0.0061
3.0500,5.7362,7.6011,0.1280,0.2500,-0.0057
3.1000,5.7486,7.6027,0.1277,0.2500,-0.0053
3.1500,5.7610,7.6042,0.1273,0.2500,-0.0049
3.2000,5.7734,7.6058,0.1271,0.2500,-0.0045
3.2500,5.7858,7.6074,0.1268,0.2500,-0.0042
3.3000,5.7982,7.6090,0.1266,0.2500,-0.0039
3.3500,5.8106,7.6106,0.1263,0.2500,-0.0036
3.4000,5.8230,7.6122,0.1261,0.2500,-0.0033
3.4500,5.8354,7.6137,0.1259,0.2500,-0.0031
3.5000,5.8478,7.6153,0.1257,0.2500,-0.0028
3.5500,5.8602,7.6169,0.1256,0.2500,-0.0026
3.6000,5.8726,7.6184,0.1254,0.2500,-0.0024
3.6500,5.8850,7.6200,0.1253,0.1250,-0.0023
3.7000,5.8974,7.6216,0.1252,0.2500,-0.0021
3.7500,5.9098,7.6231,0.1250,0.2500,-0.0019
