time,x,y,theta,v,omega
0.0000,0.5834,3.7041,-1.2880,0.0000,-0.1000
0.0500,0.5834,3.7041,-1.2930,0.0000,-0.2000
0.1000,0.5834,3.7041,-1.3030,0.0000,-0.3000
0.1500,0.5834,3.7041,-1.3180,0.0000,-0.4000
0.2000,0.5834,3.7041,-1.3380,0.0000,-0.5000
0.2500,0.5834,3.7041,-1.3630,0.0000,-0.6000
0.3000,0.5834,3.7041,-1.3930,0.0000,-0.7000
0.3500,0.5834,3.7041,-1.4280,0.0000,-0.8000
0.4000,0.5834,3.7041,-1.4680,0.0000,-0.9000
0.4500,0.5834,3.7041,-1.5130,0.0000,-1.0000
0.5000,0.5834,3.7041,-1.5630,0.0000,-0.9330
0.5500,0.5834,3.7041,-1.6097,0.0000,-0.8397
0.6000,0.5834,3.7041,-1.6517,0.0000,-0.7557
0.6500,0.5834,3.7041,-1.6895,0.0000,-0.6801
0.7000,0.5834,3.7041,-1.7235,0.0000,-0.6121
0.7500,0.5834,3.7041,-1.7541,0.0450,-0.5121
0.8000,0.5830,3.7019,-1.7797,0.0900,-0.4121
0.8500,0.5820,3.6975,-1.8003,0.1350,-0.3470
0.9000,0.5805,3.6909,-1.8176,0.1600,-0.3238
0.9500,0.5786,3.6831,-1.8338,0.1600,-0.3026
1.0000,0.5765,3.6754,-1.8489,0.1600,-0.2829
1.0500,0.5743,3.6677,-1.8631,0.1600,-0.2645
1.1000,0.5720,3.6601,-1.8763,0.1600,-0.2473
1.1500,0.5696,3.6524,-1.8887,0.1600,-0.2313
1.2000,0.5671,3.6448,-1.9002,0.1600,-0.2163
1.2500,0.5645,3.6373,-1.9111,0.1600,-0.2023
1.3000,0.5618,3.6297,-1.9212,0.1600,-0.1893
1.3500,0.5591,3.6222,-1.9306,0.1600,-0.1771
1.4000,0.5562,3.6147,-1.9395,0.1600,-0.1657
1.4500,0.5534,3.6073,-1.9478,0.1600,-0.1551
1.5000,0.5504,3.5998,-1.9555,0.1600,-0.1451
1.5500,0.5474,3.5924,-1.9628,0.1600,-0.1358
1.6000,0.5444,3.5850,-1.9696,0.1600,-0.1272
1.6500,0.5412,3.5776,-1.9759,0.1600,-0.1191
1.7000,0.5381,3.5703,-1.9819,0.1600,-0.1115
1.7500,0.5349,3.5630,-1.9875,0.1600,-0.1044
1.8000,0.5317,3.5556,-1.9927,0.1600,-0.0978
1.8500,0.5284,3.5483,-1.9976,0.1600,-0.0917
1.9000,0.5251,3.5411,-2.0022,0.1600,-0.0859
1.9500,0.5217,3.5338,-2.0065,0.0000,0.1000
1.9500,1.0260,3.1928,-1.2954,0.0000,0.2000
2.0000,1.0260,3.1928,-1.2904,0.0000,0.3000
2.0500,1.0260,3.1928,-1.2804,0.0000,0.4000
2.1000,1.0260,3.1928,-1.2654,0.0000,0.5000
2.1500,1.0260,3.1928,-1.2454,0.0000,0.6000
2.2000,1.0260,3.1928,-1.2204,0.0000,0.7000
2.2500,1.0260,3.1928,-1.1904,0.0000,0.8000
2.3000,1.0260,3.1928,-1.1554,0.0000,0.9000
2.3500,1.0260,3.1928,-1.1154,0.0000,0.8994
2.4000,1.0260,3.1928,-1.0704,0.0000,0.8095
2.4500,1.0260,3.1928,-1.0254,0.0000,0.7285
2.5000,1.0260,3.1928,-0.9849,0.0000,0.6557
2.5500,1.0260,3.1928,-0.9485,0.0450,0.5557
2.6000,1.0260,3.1928,-0.9157,0.0900,0.4557
2.6500,1.0274,3.1910,-0.8879,0.1350,0.3673
2.7000,1.0303,3.1875,-0.8651,0.1600,0.3402
2.7500,1.0346,3.1824,-0.8468,0.1600,0.3152
2.8000,1.0399,3.1764,-0.8298,0.1600,0.2920
2.8500,1.0453,3.1705,-0.8140,0.1600,0.2706
2.9000,1.0508,3.1646,-0.7994,0.1600,0.2507
2.9500,1.0564,3.1589,-0.7859,0.1600,0.2323
3.0000,1.0621,3.1533,-0.7733,0.1600,0.2152
3.0500,1.0678,3.1477,-0.7617,0.1600,0.1994
3.1000,1.0736,3.1421,-0.7510,0.1600,0.1847
3.1500,1.0794,3.1367,-0.7410,0.1600,0.1712
3.2000,1.0853,3.1313,-0.7318,0.1600,0.1586
3.2500,1.0913,3.1259,-0.7232,0.1600,0.1469
3.3000,1.0973,3.1206,-0.7153,0.1600,0.1361
3.3500,1.1033,3.1154,-0.7079,0.1600,0.1261
3.4000,1.1094,3.1102,-0.7011,0.1600,0.1169
3.4500,1.1155,3.1050,-0.6948,0.1600,0.1083
3.5000,1.1216,3.0999,-0.6890,0.1600,0.1003
3.5500,1.1278,3.0948,-0.6836,0.1600,0.0930
3.6000,1.1340,3.0898,-0.6785,0.1600,0.0861
3.6500,1.1403,3.0848,-0.6739,0.1600,0.0798
3.7000,1.1465,3.0798,-0.6696,0.1600,0.0740
3.7500,1.1528,3.0748,-0.6656,0.0000,0.1000
3.8000,1.1591,3.0699,-0.6619,0.0000,0.2000
3.8000,2.6511,3.3348,-1.2125,0.0000,0.3000
3.8500,2.6511,3.3348,-1.2075,0.0000,0.4000
3.9000,2.6511,3.3348,-1.1975,0.0000,0.5000
3.9500,2.6511,3.3348,-1.1825,0.0000,0.6000
4.0000,2.6511,3.3348,-1.1625,0.0000,0.7000
4.0500,2.6511,3.3348,-1.1375,0.0000,0.8000
4.1000,2.6511,3.3348,-1.1075,0.0000,0.9000
4.1500,2.6511,3.3348,-1.0725,0.0000,1.0000
4.2000,2.6511,3.3348,-1.0325,0.0000,1.1000
4.2500,2.6511,3.3348,-0.9875,0.0000,1.2000
4.3000,2.6511,3.3348,-0.9375,0.0000,1.3000
4.3500,2.6511,3.3348,-0.8825,0.0000,1.4000
4.4000,2.6511,3.3348,-0.8225,0.0000,1.5000
4.4500,2.6511,3.3348,-0.7575,0.0000,1.5820
4.5000,2.6511,3.3348,-0.6875,0.0000,1.4820
4.5500,2.6511,3.3348,-0.6125,0.0000,1.3820
4.6000,2.6511,3.3348,-0.5334,0.0000,1.2820
4.6500,2.6511,3.3348,-0.4593,0.0000,1.1820
4.7000,2.6511,3.3348,-0.3902,0.0000,1.0820
4.7500,2.6511,3.3348,-0.3261,0.0000,0.9820
4.8000,2.6511,3.3348,-0.2670,0.0000,0.8820
4.8500,2.6511,3.3348,-0.2129,0.0450,0.7820
