time,x,y,theta
0.000000,8.888398,2.008086,1.612330
6.854999,7.948207,3.440908,2.242046
7.959587,7.824414,3.597873,2.236114
16.385229,6.653164,5.214501,1.983057
17.333094,6.563484,5.392871,2.067529
18.269456,6.465214,5.566810,2.095164
19.202687,6.364697,5.739494,2.099512
20.137425,6.264526,5.912386,2.093764
21.075990,6.165863,6.086141,2.083340
22.019619,6.069278,6.261056,2.070541
22.969044,5.975094,6.437269,2.056361
23.924746,5.883528,6.614849,2.041209
24.887060,5.794761,6.793835,2.025223
25.856205,5.708968,6.974255,2.008373
35.817073,6.148533,8.870538,0.566532
35.898304,6.165696,8.881393,0.562947
37.035546,6.331561,8.650479,0.562947
