time,x,y,theta
0.000000,13.556807,2.690001,1.612330
6.854999,12.599551,3.029407,-0.101031
7.959587,12.402065,3.061908,-0.196695
16.385229,10.883042,3.564530,-0.127933
17.333094,10.688091,3.608921,-0.279542
18.269456,10.498471,3.672750,-0.350298
19.202687,10.312141,3.745660,-0.385820
20.137425,10.127733,3.823301,-0.405636
21.075990,9.944499,3.903673,-0.417663
22.019619,9.762009,3.985722,-0.425187
22.969044,9.579972,4.068777,-0.429541
23.924746,9.398149,4.152312,-0.431163
24.887060,9.216309,4.235827,-0.430015
25.856205,9.034205,4.318782,-0.425745
35.817073,6.781671,3.933449,1.039489
35.898304,6.777220,3.925873,1.040944
37.035546,6.819047,3.957781,1.040944
