time,x,y,theta
0.000000,2.849849,1.139546,1.570000
3.220627,2.653298,1.953515,1.590028
4.020943,2.643020,2.161343,1.637122
4.821108,2.625580,2.368653,1.664487
5.621197,2.603714,2.575524,1.682396
6.421208,2.578743,2.782023,1.695785
13.637352,2.567681,4.658188,1.988472
14.437000,2.489611,4.850882,1.933804
15.237057,2.423523,5.047978,1.869188
16.037217,2.372038,5.244847,1.799444
16.837073,2.345325,5.377588,1.751088
17.636885,2.329412,5.473579,1.722874
18.436736,2.316665,5.562560,1.703625
19.236627,2.305219,5.652426,1.690334
20.036548,2.294479,5.744551,1.681658
20.836485,2.284170,5.838523,1.676295
21.636424,2.274174,5.933426,1.672788
22.381567,2.265090,6.022561,1.669789
22.713553,2.279849,6.079546,1.669789
