time,x,y,theta
0.000000,1.709849,1.140454,1.570000
3.220627,1.568119,1.831310,1.945460
4.020943,1.517872,1.999711,1.811245
4.821108,1.482751,2.172098,1.748442
5.621197,1.454706,2.345828,1.720284
6.421208,1.429598,2.520021,1.710003
13.637352,1.258088,4.093143,1.886802
14.437000,1.217844,4.264306,1.749770
15.237057,1.193717,4.438657,1.683330
16.037217,1.177056,4.613902,1.654890
16.837073,1.163933,4.789380,1.640269
17.636885,1.153164,4.965009,1.628779
18.436736,1.144474,5.140762,1.617097
19.236627,1.137862,5.316614,1.605228
20.036548,1.133257,5.492536,1.594062
20.836485,1.130409,5.668499,1.584785
21.636424,1.128834,5.844479,1.578830
22.381567,1.127863,6.008407,1.577494
22.713553,1.139849,6.080454,1.577494
