time,x,y,theta
0.000000,2.564768,7.873546,-1.570000
0.800096,2.559472,7.697605,-1.631284
1.600088,2.556655,7.521629,-1.563372
2.400060,2.560714,7.345682,-1.539209
3.200048,2.567150,7.169802,-1.531449
4.000038,2.574110,6.993942,-1.531156
4.800027,2.580732,6.818069,-1.534335
5.600020,2.586623,6.642171,-1.539063
6.400013,2.591617,6.466245,-1.544376
7.200004,2.595671,6.290295,-1.549747
7.999994,2.598803,6.114326,-1.554906
8.799983,2.601068,5.938344,-1.559713
9.599971,2.602532,5.762353,-1.564109
10.399959,2.603271,5.586358,-1.568072
11.199946,2.603360,5.410361,-1.571606
11.999932,2.602874,5.234365,-1.574723
12.799917,2.601883,5.058371,-1.577442
13.599901,2.600456,4.882381,-1.579783
14.399882,2.598662,4.706395,-1.581716
15.199865,2.596561,4.530412,-1.583348
15.999846,2.594206,4.354433,-1.584675
16.799824,2.591651,4.178458,-1.585700
17.599801,2.588943,4.002485,-1.586482
18.399775,2.586119,3.826514,-1.587055
19.199748,2.583215,3.650546,-1.587448
19.999716,2.580258,3.474580,-1.587685
20.799700,2.577211,3.298615,-1.588390
21.599667,2.574080,3.122661,-1.588750
22.399624,2.570935,2.946698,-1.588617
23.199564,2.567817,2.770739,-1.588456
23.999497,2.564746,2.594803,-1.588165
24.799353,2.561739,2.418873,-1.587718
25.599074,2.558855,2.243083,-1.586949
26.248877,2.557141,2.102002,-1.580416
26.639774,2.564768,2.040546,-1.580416
