time,x,y,theta
0.000000,1.709849,1.140454,1.570000
3.208786,1.540611,1.822537,2.080511
4.008019,1.456807,1.977112,2.059465
4.807590,1.378881,2.134815,2.011532
5.607370,1.310268,2.296837,1.946908
6.407280,1.252710,2.463139,1.877893
14.977058,1.179749,4.347078,1.568164
15.777197,1.181930,4.523095,1.551556
16.577422,1.186052,4.699096,1.544576
17.377683,1.190563,4.875096,1.545257
18.177919,1.194141,5.051111,1.553414
18.977774,1.195464,5.227074,1.569333
19.777632,1.193525,5.403032,1.589538
20.577512,1.188005,5.578919,1.609982
21.377402,1.179166,5.754673,1.627943
22.177435,1.167261,5.930277,1.646422
22.871336,1.139849,6.080454,1.646422
