time,x,y,theta
0.000000,3.701767,7.875451,-1.570000
0.800096,3.758686,7.712136,-1.029103
1.600088,3.815853,7.547023,-1.360411
2.400060,3.835322,7.372365,-1.517624
3.200048,3.836885,7.196424,-1.587611
4.000038,3.830685,7.020543,-1.616730
4.800027,3.821470,6.844787,-1.626922
5.600020,3.811425,6.669076,-1.628482
6.400013,3.801534,6.493356,-1.626179
7.200004,3.792224,6.317604,-1.622284
7.999994,3.783655,6.141815,-1.617875
8.799983,3.775860,5.965990,-1.613472
9.599971,3.768811,5.790134,-1.609319
10.399959,3.762453,5.614251,-1.605524
11.199946,3.756717,5.438348,-1.602127
11.999932,3.751535,5.262427,-1.599131
12.799917,3.746836,5.086493,-1.596522
13.599901,3.742556,4.910549,-1.594280
14.399882,3.738643,4.734596,-1.592283
15.199865,3.735038,4.558637,-1.590685
15.999846,3.731680,4.382673,-1.589391
16.799824,3.728523,4.206706,-1.588340
17.599801,3.725523,4.030737,-1.587539
18.399775,3.722639,3.854766,-1.586962
19.199748,3.719836,3.678795,-1.586578
19.999716,3.717083,3.502823,-1.586350
20.799700,3.714298,3.326853,-1.586797
21.599667,3.711449,3.150885,-1.587128
22.399624,3.708572,2.974922,-1.587161
23.199564,3.705679,2.798962,-1.587285
23.999497,3.702773,2.623001,-1.587364
24.799353,3.699862,2.447057,-1.587323
25.599074,3.696998,2.271142,-1.586984
26.248877,3.695184,2.128196,-1.581291
26.639774,3.701767,2.042451,-1.581291
