time,x,y,theta
0.000000,3.704652,0.875046,1.570000
6.461950,3.806354,2.116747,0.994891
7.184595,3.829408,2.216130,1.386817
7.983950,3.850154,2.389867,1.493605
8.783825,3.856062,2.565717,1.563152
9.583769,3.852760,2.741660,1.605368
10.383744,3.843873,2.917421,1.630903
11.183735,3.831689,3.092988,1.645628
11.983734,3.817716,3.268425,1.653111
12.783736,3.802974,3.443799,1.655631
13.583738,3.788164,3.619168,1.654726
14.383738,3.773766,3.794572,1.651488
15.183736,3.760104,3.970034,1.646716
15.983731,3.747381,4.145566,1.641010
16.783723,3.735710,4.321172,1.634827
17.583711,3.725139,4.496846,1.628513
18.383697,3.715662,4.672583,1.622333
19.183679,3.707236,4.848373,1.616479
19.983657,3.699787,5.024208,1.611091
20.783632,3.693227,5.200077,1.606237
21.583605,3.687451,5.375975,1.602017
22.383575,3.682341,5.551892,1.598495
23.183539,3.677777,5.727825,1.595654
23.983503,3.673637,5.903768,1.593497
24.783466,3.669806,6.079719,1.592003
25.583428,3.666173,6.255673,1.591106
26.383374,3.663846,6.431645,1.580178
27.183299,3.663685,6.607629,1.566945
27.983206,3.665130,6.783602,1.559902
28.782663,3.669354,6.959432,1.538578
29.643715,3.704652,7.145546,1.538578
