time,x,y,theta
0.000000,3.135464,1.750000,1.570000
0.799995,3.110727,1.923701,1.799386
1.600030,3.087424,2.097923,1.651111
2.400022,3.079333,2.273706,1.597520
3.200014,3.076966,2.449684,1.576688
4.000005,3.076904,2.625681,1.567974
4.799996,3.077821,2.801677,1.564206
5.599988,3.079169,2.977670,1.562515
6.399979,3.080716,3.153661,1.561714
7.199970,3.082360,3.329651,1.561304
7.999961,3.084056,3.505641,1.561068
8.799951,3.085786,3.681630,1.560912
9.599940,3.087538,3.857619,1.560793
10.399929,3.089310,4.033608,1.560694
11.199917,3.091097,4.209596,1.560608
11.999915,3.092981,4.385585,1.559782
12.799913,3.094973,4.561574,1.559298
13.599912,3.097025,4.737562,1.559033
14.399909,3.099109,4.913549,1.558904
15.199905,3.101207,5.089535,1.558863
15.999899,3.103304,5.265521,1.558893
16.799891,3.105390,5.441507,1.558966
17.599882,3.107461,5.617493,1.559071
18.399871,3.109510,5.793479,1.559205
19.199858,3.111532,5.969464,1.559364
19.999842,3.113524,6.145450,1.559546
20.799823,3.115482,6.321434,1.559751
21.599800,3.117402,6.497419,1.559978
22.399772,3.119280,6.673403,1.560228
23.199736,3.121111,6.849385,1.560502
23.999695,3.122893,7.025366,1.560801
24.799654,3.124622,7.201342,1.561121
25.599623,3.126301,7.377302,1.561426
26.399526,3.127898,7.553273,1.561887
27.199420,3.129436,7.729225,1.562234
27.999141,3.130897,7.905146,1.562684
28.768685,3.132717,8.073227,1.558285
29.212426,3.135464,8.166000,1.558285
