time,x,y,theta
0.000000,3.135464,7.000000,-1.570000
0.800096,3.170545,6.828736,-1.235967
1.600088,3.204917,6.656603,-1.449316
2.400060,3.217387,6.481111,-1.528060
3.200048,3.221406,6.305169,-1.559256
4.000038,3.221942,6.129173,-1.572634
4.800027,3.220940,5.953179,-1.578724
5.600020,3.219216,5.777189,-1.581678
6.400013,3.217129,5.601204,-1.583221
7.200004,3.214844,5.425221,-1.584111
7.999994,3.212436,5.249240,-1.584687
8.799983,3.209945,5.073260,-1.585106
9.599971,3.207390,4.897282,-1.585442
10.399959,3.204781,4.721304,-1.585729
11.199946,3.202125,4.545327,-1.585985
11.999932,3.199426,4.369351,-1.586216
12.799917,3.196690,4.193375,-1.586423
13.599901,3.193920,4.017401,-1.586604
14.399882,3.191129,3.841427,-1.586688
15.199865,3.188320,3.665454,-1.586804
15.999846,3.185492,3.489482,-1.586899
16.799824,3.182653,3.313511,-1.586947
17.599801,3.179807,3.137540,-1.586986
18.399775,3.176954,2.961570,-1.587020
19.199748,3.174095,2.785600,-1.587049
19.999716,3.171233,2.609632,-1.587070
20.799700,3.168308,2.433660,-1.587598
21.599667,3.165304,2.257693,-1.587959
22.399624,3.162287,2.081731,-1.587924
23.199564,3.159277,1.905770,-1.587883
23.999497,3.156266,1.729818,-1.587829
24.799353,3.153295,1.553884,-1.587581
25.599074,3.150324,1.378022,-1.587639
26.248877,3.147050,1.239383,-1.598640
26.639774,3.135464,1.167000,-1.598640
