time,x,y,theta
0.000000,2.849849,1.139546,1.570000
3.208786,2.715262,1.962903,1.597614
4.008019,2.689323,2.168760,1.756740
4.807590,2.633725,2.367079,1.897748
5.607370,2.555635,2.556899,2.000149
6.407280,2.465388,2.739302,2.048870
14.977058,2.447730,4.327605,1.597156
15.777197,2.434952,4.535167,1.652091
16.577422,2.413880,4.742053,1.683877
17.377683,2.387631,4.948343,1.704952
18.177919,2.357829,5.154028,1.720040
18.977774,2.329845,5.340234,1.719801
19.777632,2.304980,5.516934,1.704853
20.577512,2.284104,5.692569,1.679279
21.377402,2.268996,5.857750,1.651262
22.177435,2.260674,5.973239,1.636190
22.871336,2.279849,6.079546,1.636190
