time,xc,yc,theta_c,sx,sy
0.000000,5.736647,5.865738,0.794160,1.000000,1.000000
1.006078,5.889993,6.017097,0.814861,1.018253,0.982860
2.019113,6.040257,6.172189,0.836748,1.037782,0.977099
2.954165,6.155775,6.347758,0.852030,1.047805,0.981427
3.834232,6.241865,6.534569,0.864333,1.051719,0.991669
4.687674,6.310995,6.725967,0.875413,1.052726,1.003851
5.528778,6.371041,6.919348,0.885800,1.052458,1.016564
6.363532,6.425843,7.113750,0.895715,1.051611,1.029471
7.194532,6.477245,7.308774,0.905266,1.050485,1.042493
8.022955,6.526133,7.504240,0.914508,1.049213,1.055607
8.849348,6.572926,7.700061,0.923468,1.047855,1.068792
9.673965,6.617812,7.896195,0.932157,1.046438,1.082024
10.496917,6.660856,8.092619,0.940576,1.044971,1.095274
11.318243,6.702060,8.289322,0.948724,1.043458,1.108506
12.137952,6.741388,8.486295,0.956597,1.041897,1.121682
12.956034,6.778781,8.683534,0.964191,1.040285,1.134764
20.958329,6.910384,10.504076,1.149135,0.918633,0.994307
21.764278,6.927102,10.668200,1.189840,0.902129,0.973290
22.596346,6.929043,10.798835,1.245741,0.902919,0.934730
24.797411,7.000000,10.900000,1.570800,1.000000,1.000000
