time,x,y,theta
0.000000,5.000000,4.500000,0.794160
1.006078,5.157727,4.621684,0.512569
2.019113,5.317359,4.741140,0.750527
2.954165,5.446400,4.893355,0.948065
3.834232,5.550013,5.064242,1.071092
4.687674,5.638555,5.243542,1.136091
5.528778,5.718539,5.426854,1.173016
6.363532,5.793310,5.612363,1.196261
7.194532,5.864539,5.799263,1.212819
8.022955,5.933047,5.987177,1.226153
8.849348,5.999219,6.175926,1.238015
9.673965,6.063216,6.365423,1.249315
10.496917,6.125077,6.555627,1.260538
11.318243,6.184779,6.746519,1.271949
12.137952,6.242260,6.938090,1.283696
12.956034,6.297436,7.130337,1.295868
20.958329,6.741740,9.079108,1.222442
21.764278,6.817306,9.263758,1.155772
22.596346,6.881733,9.394655,1.089267
24.797411,7.431797,9.409550,1.089267
