time,x,y,theta
0.000000,5.209941,7.097215,0.794160
1.006078,5.359735,7.229605,0.687280
2.019113,5.495550,7.375406,0.940712
2.954165,5.592071,7.549882,1.159352
3.834232,5.655057,7.739419,1.302684
4.687674,5.699615,7.934304,1.371114
5.528778,5.734860,8.131127,1.406662
6.363532,5.764927,8.328819,1.427540
7.194532,5.791711,8.526985,1.441644
8.022955,5.816104,8.725462,1.452516
8.849348,5.838538,8.924171,1.461807
9.673965,5.859223,9.123070,1.470317
10.496917,5.878265,9.322134,1.478452
11.318243,5.895706,9.521345,1.486436
12.137952,5.911562,9.720689,1.494400
12.956034,5.925821,9.920154,1.502437
20.958329,5.977971,11.435020,1.558802
21.764278,5.978623,11.542947,1.571813
22.596346,5.978568,11.604349,1.580654
24.797411,5.761189,11.409218,1.580654
