time,x,y,theta
0.000000,3.704768,0.875546,1.570000
0.799991,3.704860,1.051544,1.570436
1.599981,3.704901,1.227542,1.570636
2.399971,3.704918,1.403540,1.570734
3.199961,3.704924,1.579537,1.570783
3.999950,3.704924,1.755535,1.570808
4.799939,3.704920,1.931533,1.570820
5.599928,3.704915,2.107530,1.570827
6.399916,3.704910,2.283528,1.570830
7.199904,3.704904,2.459525,1.570831
7.999892,3.704897,2.635522,1.570832
8.799879,3.704891,2.811519,1.570832
9.599865,3.704885,2.987516,1.570832
10.399851,3.704878,3.163513,1.570832
11.199836,3.704872,3.339510,1.570832
11.999820,3.704866,3.515506,1.570831
12.799804,3.704860,3.691503,1.570831
13.599786,3.704854,3.867499,1.570830
14.399768,3.704848,4.043495,1.570830
15.199749,3.704842,4.219490,1.570829
15.999728,3.704837,4.395486,1.570829
16.799706,3.704831,4.571481,1.570828
17.599683,3.704826,4.747476,1.570827
18.399658,3.704820,4.923470,1.570827
19.199630,3.704815,5.099464,1.570826
19.999600,3.704810,5.275457,1.570825
20.799567,3.704805,5.451450,1.570825
21.599530,3.704800,5.627442,1.570824
22.399489,3.704795,5.803433,1.570823
23.199442,3.704791,5.979423,1.570821
23.999388,3.704786,6.155411,1.570819
24.799327,3.704782,6.331397,1.570814
25.599259,3.704780,6.507382,1.570800
26.399179,3.704784,6.683365,1.570746
27.199043,3.704785,6.859335,1.570795
27.998510,3.704791,7.035218,1.570741
28.755968,3.704796,7.201803,1.570782
29.164528,3.704768,7.291546,1.570782
