time,xc,yc,theta_c,sx,sy
0.000000,3.135000,1.167000,1.570000,1.000000,1.000000
0.799991,3.135092,1.342998,1.570000,1.000000,1.000000
1.599981,3.135133,1.518996,1.570000,1.000000,1.000000
2.399971,3.135150,1.694994,1.570000,1.000000,1.000001
3.199961,3.135155,1.870991,1.570000,1.000000,1.000001
3.999950,3.135155,2.046989,1.570000,1.000000,1.000001
4.799939,3.135151,2.222987,1.570000,1.000000,1.000001
5.599928,3.135147,2.398984,1.570000,1.000000,1.000001
6.399916,3.135141,2.574982,1.570000,1.000000,1.000001
7.199904,3.135135,2.750979,1.570000,1.000000,1.000001
7.999892,3.135129,2.926976,1.570000,1.000000,1.000001
8.799879,3.135122,3.102973,1.570000,1.000000,1.000001
9.599865,3.135116,3.278970,1.570000,1.000000,1.000001
10.399851,3.135110,3.454967,1.570000,1.000000,1.000001
11.199836,3.135103,3.630964,1.570000,1.000000,1.000001
11.999820,3.135097,3.806960,1.570000,1.000000,1.000001
12.799804,3.135091,3.982957,1.570000,1.000000,1.000001
13.599786,3.135085,4.158953,1.570000,1.000000,1.000001
14.399768,3.135079,4.334949,1.570000,1.000000,1.000001
15.199749,3.135074,4.510944,1.570000,1.000000,1.000001
15.999728,3.135068,4.686940,1.570000,1.000000,1.000001
16.799706,3.135062,4.862935,1.570000,1.000000,1.000001
17.599683,3.135057,5.038930,1.570000,1.000000,1.000001
18.399658,3.135051,5.214924,1.569999,1.000000,1.000001
19.199630,3.135046,5.390918,1.569999,1.000000,1.000001
19.999600,3.135041,5.566912,1.569999,1.000000,1.000001
20.799567,3.135036,5.742904,1.569999,1.000000,1.000001
21.599530,3.135031,5.918896,1.569999,0.999999,1.000001
22.399489,3.135026,6.094887,1.569999,0.999999,1.000001
23.199442,3.135022,6.270876,1.569999,0.999998,1.000001
23.999388,3.135017,6.446864,1.570000,0.999997,1.000001
24.799327,3.135013,6.622848,1.570002,0.999993,1.000001
25.599259,3.135009,6.798825,1.570009,0.999979,1.000001
26.399179,3.135005,6.974774,1.570037,0.999922,1.000001
27.199043,3.135001,7.150733,1.570054,0.999917,1.000001
27.998510,3.134997,7.326574,1.570085,0.999832,1.000001
28.755968,3.134994,7.493167,1.570114,0.999913,1.000001
29.164528,3.135000,7.583000,1.570000,1.000000,1.000000
