time,x,y,theta
0.000000,1.900000,1.330303,1.570000
0.613158,1.834280,1.448105,2.214183
1.408241,1.795342,1.615654,1.578388
2.206522,1.814431,1.790235,1.394406
3.006379,1.850191,1.962532,1.349687
3.806404,1.886086,2.134804,1.374538
4.606429,1.914688,2.308411,1.426896
5.406434,1.933852,2.483316,1.482131
6.206428,1.944378,2.658968,1.527913
7.006418,1.948388,2.834907,1.559872
7.806407,1.948135,3.010899,1.579584
8.606395,1.945492,3.186875,1.589519
9.406384,1.941851,3.362833,1.592655
10.206371,1.938088,3.538789,1.591897
11.006358,1.934649,3.714751,1.589407
11.806344,1.931673,3.890722,1.586642
12.606329,1.929133,4.066700,1.584340
13.406313,1.926926,4.242680,1.582726
14.206304,1.924843,4.418661,1.582585
15.006284,1.922797,4.594643,1.582311
15.806264,1.920744,4.770624,1.582540
16.606242,1.918630,4.946605,1.582959
17.406225,1.916423,5.122579,1.583585
18.206209,1.914135,5.298545,1.583954
19.006180,1.911829,5.474514,1.583865
19.806147,1.909553,5.650477,1.583653
20.606112,1.907333,5.826418,1.583291
21.406073,1.905212,6.002243,1.582645
22.206030,1.903322,6.177404,1.580961
23.005958,1.901915,6.350459,1.577673
23.805831,1.901114,6.519620,1.574228
24.605512,1.900743,6.683404,1.572444
25.285047,1.900419,6.807096,1.574241
25.505070,1.900258,6.848555,1.575083
25.695429,1.900000,6.840303,1.575083
