time,x,y,theta
0.000000,2.470454,1.899849,1.570000
0.613158,2.565652,1.981692,0.497970
1.408241,2.613783,2.089841,1.367400
2.206522,2.627243,2.264918,1.566565
3.006379,2.620918,2.440765,1.629429
3.806404,2.610236,2.616446,1.632429
4.606429,2.601232,2.792219,1.615939
5.406434,2.595180,2.968116,1.599178
6.206428,2.591458,3.144075,1.587989
7.006418,2.589093,3.320057,1.582191
7.806407,2.587340,3.496046,1.579972
8.606395,2.585784,3.672037,1.579454
9.406384,2.584206,3.848027,1.579938
10.206371,2.582492,4.024016,1.580887
11.006358,2.580602,4.200003,1.581918
11.806344,2.578544,4.375988,1.582821
12.606329,2.576360,4.551971,1.583432
13.406313,2.574113,4.727953,1.583646
14.206304,2.571780,4.903935,1.584256
15.006284,2.569441,5.079915,1.583973
15.806264,2.567148,5.255896,1.583738
16.606242,2.564890,5.431876,1.583561
17.406225,2.562629,5.607858,1.583640
18.206209,2.560356,5.783839,1.583661
19.006180,2.558111,5.959819,1.583481
19.806147,2.555888,6.135798,1.583370
20.606112,2.553669,6.311776,1.583318
21.406073,2.551368,6.487752,1.583987
22.206030,2.548440,6.663718,1.589417
23.005958,2.543451,6.839632,1.605115
23.805831,2.534704,7.015381,1.630036
24.605512,2.520981,7.190775,1.660528
25.285047,2.505166,7.339434,1.686294
25.505070,2.499370,7.387490,1.693704
25.695429,2.470454,7.409849,1.693704
