time,x,y,theta,v,omega
0.0000,6.8421,3.1656,1.5873,0.0000,0.1250
0.0500,6.8421,3.1656,1.5936,0.0000,0.2500
0.1000,6.8421,3.1656,1.6061,0.0000,0.3750
0.1500,6.8421,3.1656,1.6248,0.0000,0.4000
0.2000,6.8421,3.1656,1.6448,0.0000,0.4000
0.2500,6.8421,3.1656,1.6648,0.0000,0.4000
0.3000,6.8421,3.1656,1.6848,0.0000,0.4000
0.3500,6.8421,3.1656,1.7048,0.0000,0.4000
0.4000,6.8421,3.1656,1.7248,0.0000,0.4000
0.4500,6.8421,3.1656,1.7448,0.0000,0.4000
0.5000,6.8421,3.1656,1.7648,0.0000,0.4000
0.5500,6.8421,3.1656,1.7848,0.0000,0.4000
0.6000,6.8421,3.1656,1.8048,0.0000,0.4000
0.6500,6.8421,3.1656,1.8248,0.0000,0.4000
0.7000,6.8421,3.1656,1.8448,0.0000,0.4000
0.7500,6.8421,3.1656,1.8648,0.0000,0.4000
0.8000,6.8421,3.1656,1.8848,0.0000,0.4000
0.8500,6.8421,3.1656,1.9048,0.0000,0.4000
0.9000,6.8421,3.1656,1.9248,0.0000,0.4000
0.9500,6.8421,3.1656,1.9448,0.0000,0.4000
1.0000,6.8421,3.1656,1.9648,0.0000,0.4000
1.0500,6.8421,3.1656,1.9848,0.0000,0.4000
1.1000,6.8421,3.1656,2.0048,0.0000,0.4000
1.1500,6.8421,3.1656,2.0248,0.0000,0.4000
1.2000,6.8421,3.1656,2.0448,0.0000,0.4000
1.2500,6.8421,3.1656,2.0648,0.0000,0.4000
1.3000,6.8421,3.1656,2.0848,0.0000,0.4000
1.3500,6.8421,3.1656,2.1048,0.0000,0.4000
1.4000,6.8421,3.1656,2.1248,0.0000,0.4000
1.4500,6.8421,3.1656,2.1448,0.0000,0.4000
1.5000,6.8421,3.1656,2.1648,0.0000,0.4000
1.5500,6.8421,3.1656,2.1848,0.0000,0.4000
1.6000,6.8421,3.1656,2.2048,0.0000,0.4000
1.6500,6.8421,3.1656,2.2248,0.0000,0.4000
1.7000,6.8421,3.1656,2.2448,0.0000,0.4000
1.7500,6.8421,3.1656,2.2648,0.0000,0.4000
1.8000,6.8421,3.1656,2.2848,0.0000,0.4000
1.8500,6.8421,3.1656,2.3048,0.0000,0.4000
1.9000,6.8421,3.1656,2.3248,0.0000,0.4000
1.9500,6.8421,3.1656,2.3448,0.0000,0.4000
2.0000,6.8421,3.1656,2.3648,0.0000,0.4000
2.0500,6.8421,3.1656,2.3848,0.0000,0.4000
2.1000,6.8421,3.1656,2.4048,0.0000,0.4000
2.1500,6.8421,3.1656,2.4248,0.0000,0.4000
2.2000,6.8421,3.1656,2.4448,0.0000,0.4000
2.2500,6.8421,3.1656,2.4648,0.0000,0.4000
2.3000,6.8421,3.1656,2.4848,0.0000,0.4000
2.3500,6.8421,3.1656,2.5048,0.0000,0.4000
2.4000,6.8421,3.1656,2.5248,0.0000,0.4000
2.4500,6.8421,3.1656,2.5448,0.0000,0.4000
2.5000,6.8421,3.1656,2.5648,0.0000,0.4000
2.5500,6.8421,3.1656,2.5848,0.0000,0.4000
2.6000,6.8421,3.1656,2.6048,0.0000,0.4000
2.6500,6.8421,3.1656,2.6248,0.0000,0.4000
2.7000,6.8421,3.1656,2.6448,0.0000,0.4000
2.7500,6.8421,3.1656,2.6648,0.0000,0.4000
2.8000,6.8421,3.1656,2.6848,0.0000,0.4000
2.8500,6.8421,3.1656,2.7048,0.0000,0.4000
2.9000,6.8421,3.1656,2.7248,0.0000,0.4000
2.9500,6.8421,3.1656,2.7448,0.0000,0.4000
3.0000,6.8421,3.1656,2.7648,0.0000,0.4000
3.0500,6.8421,3.1656,2.7848,0.0000,0.4000
3.1000,6.8421,3.1656,2.8048,0.0000,0.4000
3.1500,6.8421,3.1656,2.8248,0.0000,0.4000
3.2000,6.8421,3.1656,2.8448,0.0000,0.4000
3.2500,6.8421,3.1656,2.8648,0.0000,0.4000
3.3000,6.8421,3.1656,2.8848,0.0000,0.4000
3.3500,6.8421,3.1656,2.9048,0.0000,0.4000
3.4000,6.8421,3.1656,2.9248,0.0000,0.4000
3.4500,6.8421,3.1656,2.9448,0.0000,0.4000
3.5000,6.8421,3.1656,2.9648,0.0000,0.4000
3.5500,6.8421,3.1656,2.9848,0.0000,0.4000
3.6000,6.8421,3.1656,3.0048,0.0000,0.4000
3.6500,6.8421,3.1656,3.0248,0.0000,0.4000
3.7000,6.8421,3.1656,3.0448,0.0000,0.4000
3.7500,6.8421,3.1656,3.0648,0.0000,0.4000
3.8000,6.8421,3.1656,3.0848,0.0000,0.4000
3.8500,6.8421,3.1656,3.1048,0.0000,0.4000
3.9000,6.8421,3.1656,3.1248,0.0000,0.4000
3.9500,6.8421,3.1656,-3.1384,0.0000,0.4000
4.0000,6.8421,3.1656,-3.1184,0.0000,0.4000
4.0500,6.8421,3.1656,-3.0984,0.0000,0.4000
4.1000,6.8421,3.1656,-3.0784,0.0000,0.4000
4.1500,6.8421,3.1656,-3.0584,0.0000,0.4000
4.2000,6.8421,3.1656,-3.0384,0.0000,0.4000
4.2500,6.8421,3.1656,-3.0184,0.0000,0.4000
4.3000,6.8421,3.1656,-2.9984,0.0000,0.4000
4.3500,6.8421,3.1656,-2.9784,0.0000,0.4000
4.4000,6.8421,3.1656,-2.9584,0.0000,0.4000
4.4500,6.8421,3.1656,-2.9384,0.0000,0.4000
4.5000,6.8421,3.1656,-2.9184,0.0000,0.4000
4.5500,6.8421,3.1656,-2.8984,0.0000,0.4000
4.6000,6.8421,3.1656,-2.8784,0.0000,0.4000
4.6500,6.8421,3.1656,-2.8584,0.0000,0.4000
4.7000,6.8421,3.1656,-2.8384,0.0000,0.4000
4.7500,6.8421,3.1656,-2.8184,0.0000,0.4000
4.8000,6.8421,3.1656,-2.7984,0.0000,0.4000
4.8500,6.8421,3.1656,-2.7784,0.0000,0.4000
4.9000,6.8421,3.1656,-2.7584,0.0000,0.4000
4.9500,6.8421,3.1656,-2.7384,0.0000,0.4000
5.0000,6.8421,3.1656,-2.7184,0.0000,0.4000
5.0500,6.8421,3.1656,-2.6984,0.0000,-0.1250
5.0500,6.8421,3.1656,-2.6984,0.0000,-0.2500
5.1000,6.8421,3.1656,-2.7046,0.0000,-0.3750
5.1500,6.8421,3.1656,-2.7171,0.0000,-0.4000
5.2000,6.8421,3.1656,-2.7359,0.0000,-0.4000
5.2500,6.8421,3.1656,-2.7559,0.0000,-0.4000
5.3000,6.8421,3.1656,-2.7759,0.0000,-0.4000
5.3500,6.8421,3.1656,-2.7959,0.0000,-0.4000
5.4000,6.8421,3.1656,-2.8159,0.0000,-0.4000
5.4500,6.8421,3.1656,-2.8359,0.0000,-0.4000
5.5000,6.8421,3.1656,-2.8559,0.0000,-0.4000
5.5500,6.8421,3.1656,-2.8759,0.0000,-0.4000
5.6000,6.8421,3.1656,-2.8959,0.0000,-0.4000
5.6500,6.8421,3.1656,-2.9159,0.0000,-0.4000
5.7000,6.8421,3.1656,-2.9359,0.0000,-0.4000
5.7500,6.8421,3.1656,-2.9559,0.0000,-0.4000
5.8000,6.8421,3.1656,-2.9759,0.0000,-0.4000
5.8500,6.8421,3.1656,-2.9959,0.0000,-0.4000
5.9000,6.8421,3.1656,-3.0159,0.0000,-0.4000
5.9500,6.8421,3.1656,-3.0359,0.0000,-0.4000
6.0000,6.8421,3.1656,-3.0559,0.0000,-0.4000
