time,x,y,vx,vy
0.0000,10.9046,9.3946,-0.0000,-0.0000
0.0500,10.9027,9.3921,-0.0761,-0.0992
0.1000,10.8970,9.3847,-0.1521,-0.1984
0.1500,10.8894,9.3748,-0.1521,-0.1984
0.2000,10.8818,9.3648,-0.1521,-0.1984
0.2500,10.8742,9.3549,-0.1521,-0.1984
0.3000,10.8666,9.3450,-0.1521,-0.1984
0.3500,10.8590,9.3351,-0.1521,-0.1984
0.4000,10.8514,9.3252,-0.1521,-0.1984
0.4500,10.8438,9.3152,-0.1521,-0.1984
0.5000,10.8361,9.3053,-0.1521,-0.1984
0.5500,10.8285,9.2954,-0.1521,-0.1984
0.6000,10.8209,9.2855,-0.1521,-0.1984
0.6500,10.8133,9.2756,-0.1521,-0.1984
0.7000,10.8057,9.2656,-0.1521,-0.1984
0.7500,10.7981,9.2557,-0.1521,-0.1984
0.8000,10.7905,9.2458,-0.1521,-0.1984
0.8500,10.7829,9.2359,-0.1521,-0.1984
0.9000,10.7753,9.2260,-0.1521,-0.1984
0.9500,10.7677,9.2161,-0.1521,-0.1984
1.0000,10.7601,9.2061,-0.1521,-0.1984
1.0500,10.7525,9.1962,-0.1521,-0.1984
1.1000,10.7449,9.1863,-0.1521,-0.1984
1.1500,10.7373,9.1764,-0.1521,-0.1984
1.2000,10.7296,9.1665,-0.1521,-0.1984
1.2500,10.7239,9.1590,-0.0761,-0.0992
1.3000,10.7220,9.1565,-0.0000,-0.0000
1.3000,10.2654,9.0112,-0.0723,-0.1019
1.3500,10.2636,9.0087,-0.1447,-0.2039
1.4000,10.2581,9.0011,-0.1447,-0.2039
1.4500,10.2509,8.9909,-0.1447,-0.2039
1.5000,10.2437,8.9807,-0.1447,-0.2039
1.5500,10.2364,8.9705,-0.1447,-0.2039
1.6000,10.2292,8.9603,-0.1447,-0.2039
1.6500,10.2220,8.9501,-0.1447,-0.2039
1.7000,10.2147,8.9399,-0.1447,-0.2039
1.7500,10.2075,8.9297,-0.1447,-0.2039
1.8000,10.2003,8.9195,-0.1447,-0.2039
1.8500,10.1930,8.9093,-0.1447,-0.2039
1.9000,10.1858,8.8991,-0.1447,-0.2039
1.9500,10.1786,8.8889,-0.1447,-0.2039
2.0000,10.1713,8.8787,-0.1447,-0.2039
2.0500,10.1641,8.8685,-0.1447,-0.2039
2.1000,10.1569,8.8583,-0.1447,-0.2039
2.1500,10.1496,8.8481,-0.1447,-0.2039
2.2000,10.1424,8.8379,-0.1447,-0.2039
2.2500,10.1352,8.8277,-0.1447,-0.2039
2.3000,10.1279,8.8176,-0.1447,-0.2039
2.3500,10.1207,8.8074,-0.1447,-0.2039
2.4000,10.1135,8.7972,-0.1447,-0.2039
2.4500,10.1062,8.7870,-0.1447,-0.2039
2.5000,10.0990,8.7768,-0.0723,-0.1019
2.5500,10.0936,8.7691,0.0000,-0.0000
2.6000,10.0918,8.7666,0.0400,-0.1184
2.6000,8.9295,7.6342,0.0801,-0.2368
2.6500,8.9305,7.6312,0.0801,-0.2368
2.7000,8.9335,7.6223,0.0801,-0.2368
2.7500,8.9375,7.6105,0.0801,-0.2368
2.8000,8.9415,7.5986,0.0801,-0.2368
2.8500,8.9455,7.5868,0.0801,-0.2368
2.9000,8.9495,7.5750,0.0801,-0.2368
2.9500,8.9535,7.5631,0.0801,-0.2368
3.0000,8.9575,7.5513,0.0801,-0.2368
3.0500,8.9615,7.5394,0.0801,-0.2368
3.1000,8.9655,7.5276,0.0801,-0.2368
3.1500,8.9695,7.5157,0.0801,-0.2368
3.2000,8.9735,7.5039,0.0801,-0.2368
3.2500,8.9775,7.4921,0.0801,-0.2368
3.3000,8.9815,7.4802,0.0801,-0.2368
3.3500,8.9855,7.4684,0.0801,-0.2368
3.4000,8.9895,7.4565,0.0801,-0.2368
3.4500,8.9936,7.4447,0.0801,-0.2368
3.5000,8.9976,7.4329,0.0801,-0.2368
3.5500,9.0016,7.4210,0.0801,-0.2368
3.6000,9.0056,7.4092,0.0801,-0.2368
3.6500,9.0096,7.3973,0.0801,-0.2368
3.7000,9.0136,7.3855,0.0801,-0.2368
3.7500,9.0176,7.3737,0.0400,-0.1184
3.8000,9.0216,7.3618,-0.0000,-0.0000
3.8500,9.0246,7.3529,-0.0691,-0.1042
3.9000,9.0256,7.3500,-0.1382,-0.2083
3.9000,8.1120,6.1846,-0.1382,-0.2083
3.9500,8.1103,6.1820,-0.1382,-0.2083
4.0000,8.1051,6.1742,-0.1382,-0.2083
4.0500,8.0982,6.1638,-0.1382,-0.2083
4.1000,8.0913,6.1534,-0.1382,-0.2083
4.1500,8.0844,6.1429,-0.1382,-0.2083
4.2000,8.0775,6.1325,-0.1382,-0.2083
4.2500,8.0705,6.1221,-0.1382,-0.2083
4.3000,8.0636,6.1117,-0.1382,-0.2083
4.3500,8.0567,6.1013,-0.1382,-0.2083
4.4000,8.0498,6.0909,-0.1382,-0.2083
4.4500,8.0429,6.0804,-0.1382,-0.2083
4.5000,8.0360,6.0700,-0.1382,-0.2083
4.5500,8.0291,6.0596,-0.1382,-0.2083
4.6000,8.0222,6.0492,-0.1382,-0.2083
4.6500,8.0153,6.0388,-0.1382,-0.2083
4.7000,8.0084,6.0284,-0.1382,-0.2083
4.7500,8.0015,6.0179,-0.1382,-0.2083
4.8000,7.9946,6.0075,-0.1382,-0.2083
4.8500,7.9876,5.9971,-0.1382,-0.2083
4.9000,7.9807,5.9867,-0.1382,-0.2083
4.9500,7.9738,5.9763,-0.1382,-0.2083
5.0000,7.9669,5.9659,-0.0691,-0.1042
5.0500,7.9600,5.9554,-0.0000,-0.0000
5.1000,7.9531,5.9450,-0.0600,-0.1097
5.1500,7.9479,5.9372,-0.1200,-0.2193
5.2000,7.9462,5.9346,-0.1200,-0.2193
5.2000,6.9548,4.7459,-0.1200,-0.2193
5.2500,6.9533,4.7432,-0.1200,-0.2193
5.3000,6.9488,4.7350,-0.1200,-0.2193
5.3500,6.9428,4.7240,-0.1200,-0.2193
5.4000,6.9368,4.7130,-0.1200,-0.2193
5.4500,6.9308,4.7021,-0.1200,-0.2193
5.5000,6.9248,4.6911,-0.1200,-0.2193
5.5500,6.9188,4.6801,-0.1200,-0.2193
5.6000,6.9129,4.6692,-0.1200,-0.2193
5.6500,6.9069,4.6582,-0.1200,-0.2193
5.7000,6.9009,4.6472,-0.1200,-0.2193
5.7500,6.8949,4.6363,-0.1200,-0.2193
5.8000,6.8889,4.6253,-0.1200,-0.2193
5.8500,6.8829,4.6143,-0.1200,-0.2193
5.9000,6.8769,4.6034,-0.1200,-0.2193
5.9500,6.8709,4.5924,-0.1200,-0.2193
