time,x,y,theta
0.000000,5.000000,7.500000,0.000000
8.057247,5.993091,8.865861,1.319835
9.034421,6.032088,9.061933,1.396245
9.851618,6.062408,9.259604,1.429438
10.652060,6.088676,9.457867,1.444289
11.452050,6.112928,9.656388,1.452094
12.252063,6.136036,9.855046,1.456712
13.052082,6.158437,10.053785,1.459665
13.852101,6.180367,10.252577,1.461679
14.652109,6.201950,10.451404,1.463265
15.452114,6.223263,10.650259,1.464493
16.252115,6.244357,10.849137,1.465509
17.052112,6.265287,11.048037,1.466235
17.852102,6.286048,11.246947,1.467137
18.652086,6.306637,11.445873,1.467983
19.452055,6.327057,11.644813,1.468843
20.251999,6.347313,11.843768,1.469640
21.051884,6.367373,12.042721,1.470710
21.851485,6.385569,12.241791,1.485196
22.587320,6.333898,12.418344,1.485196
