time,xc,yc,theta_c,sx,sy
0.000000,6.843386,8.233971,0.878867,1.000000,1.000000
8.210834,7.911213,6.797624,0.773848,1.126418,1.141507
9.335782,8.093200,6.666341,0.752038,1.117957,1.174137
10.466686,8.274564,6.533555,0.730390,1.114336,1.208441
11.597622,8.455316,6.400319,0.709034,1.113203,1.243779
20.749493,9.797168,5.129296,0.331335,1.039596,1.320216
21.871949,9.980942,5.011921,0.315367,1.052400,1.378661
22.987232,10.160917,4.887480,0.302201,1.069898,1.432259
24.068746,10.339155,4.762273,0.292375,1.089187,1.477979
25.105235,10.516799,4.639477,0.286044,1.108547,1.514220
26.092328,10.694390,4.521081,0.283228,1.127010,1.540087
27.028825,10.872150,4.408713,0.284002,1.144070,1.554872
27.916491,11.050110,4.303889,0.288545,1.159565,1.557933
28.761086,11.228149,4.208001,0.297128,1.173604,1.548760
29.573430,11.406022,4.122195,0.310083,1.186569,1.527112
30.373386,11.574704,4.033941,0.319805,1.187343,1.502827
31.173202,11.731614,3.942568,0.325096,1.172730,1.476073
31.972805,11.839475,3.867039,0.318924,1.161685,1.431553
32.772363,11.897701,3.804765,0.301989,1.164084,1.371402
33.571705,11.932802,3.746703,0.280491,1.173547,1.304684
36.872142,12.000000,3.750000,0.000000,1.000000,1.000000
