time,x,y,theta
0.000000,6.052700,9.752900,0.878867
8.210834,7.188187,8.609538,-0.468503
9.335782,7.370578,8.527350,-0.410904
10.466686,7.554488,8.448486,-0.399859
11.597622,7.739418,8.372022,-0.385792
20.749493,9.773328,7.324162,-0.089237
21.871949,9.971641,7.297205,-0.162920
22.987232,10.167645,7.256896,-0.226673
24.068746,10.360654,7.204289,-0.289700
25.105235,10.549977,7.139804,-0.351432
26.092328,10.734993,7.063926,-0.411880
27.028825,10.915141,6.977164,-0.471077
27.916491,11.089937,6.880072,-0.528734
28.761086,11.259031,6.773324,-0.584026
29.573430,11.422303,6.657805,-0.635317
30.373386,11.578867,6.533373,-0.693983
31.173202,11.726828,6.398877,-0.764854
31.972805,11.864899,6.254320,-0.834794
32.772363,11.993303,6.101127,-0.895084
33.571705,12.112937,5.941058,-0.947195
36.872142,12.665123,5.327955,-0.947195
