time,xc,yc,theta_c,sx,sy
0.000000,5.666667,6.000000,0.000000,1.000000,1.000000
5.834870,5.836157,7.157993,0.235715,0.958845,0.834658
10.299281,5.951805,8.028323,0.412643,1.004171,0.635380
11.422868,6.093489,8.201061,0.414578,1.050536,0.631925
12.453806,6.222633,8.377756,0.420061,1.080523,0.637478
13.370761,6.331011,8.556259,0.432554,1.089677,0.649682
14.211843,6.419030,8.736391,0.451720,1.080481,0.668000
15.020661,6.490865,8.917674,0.476321,1.059056,0.691562
15.821622,6.551438,9.099656,0.504813,1.031698,0.719559
16.622780,6.604656,9.282004,0.535790,1.003026,0.751378
26.794493,7.020839,10.896037,1.322259,0.970054,0.947673
27.565739,6.994466,10.906795,1.447579,0.984876,0.958434
28.450018,7.000000,10.900000,1.570000,1.000000,1.000000
