time,x,y,vx,vy
0.000000,19.000000,15.000000,nan,nan
2.398592,18.542899,14.611881,nan,nan
9.645928,17.115993,13.495332,nan,nan
16.332748,16.192764,12.101687,nan,nan
23.980060,14.973433,10.629166,nan,nan
28.780060,14.049106,9.863909,nan,nan
36.201071,12.501523,8.840703,nan,nan
39.799347,11.809306,8.266194,nan,nan
47.533452,10.223481,7.159991,nan,nan
54.706788,8.955702,5.891614,nan,nan
61.887432,7.650417,4.659204,nan,nan
69.087432,6.301907,3.466929,nan,nan
70.699380,6.000000,3.200000,nan,nan
