time,x,y,theta
0.000000,5.000000,4.500000,0.000000
5.834870,5.506990,5.791341,1.353140
10.299281,5.720760,6.886780,1.013766
11.422868,5.834274,7.051367,0.944755
12.453806,5.954869,7.210898,0.910887
13.370761,6.079979,7.366970,0.885739
14.211843,6.208347,7.520464,0.867434
15.020661,6.339054,7.672073,0.854173
15.821622,6.471448,7.822298,0.844490
16.622780,6.605069,7.971501,0.837420
26.794493,8.239590,9.919532,1.004743
27.565739,8.340519,10.078494,0.990536
28.450018,8.499469,10.232139,0.990536
