time,x,y,theta
0.000000,5.000000,7.500000,0.000000
5.834870,4.922216,8.226075,-1.432544
10.299281,4.956337,8.632927,-2.304189
11.422868,5.070649,8.786543,-2.173335
12.453806,5.174947,8.957073,-2.087835
13.370761,5.262956,9.136504,-1.990412
14.211843,5.333572,9.323458,-1.897106
15.020661,5.387782,9.515821,-1.814851
15.821622,5.427416,9.711713,-1.744245
16.622780,5.454287,9.909753,-1.683103
26.794493,5.483928,10.618878,1.577421
27.565739,5.487017,10.431886,1.577546
28.450018,5.499470,10.234528,1.577546
