time,xc,yc,theta_c,sx,sy
0.000000,5.701015,5.990487,0.000000,1.000000,1.000000
2.023706,5.793521,6.326000,-0.115785,1.084170,0.961889
3.155998,5.867419,6.507854,-0.095936,1.171947,0.945083
4.287223,5.950296,6.706507,-0.088816,1.254940,0.945276
5.418817,6.044440,6.903432,-0.082077,1.329873,0.946078
6.550310,6.143754,7.099196,-0.075673,1.401106,0.947126
7.648981,6.241671,7.294329,-0.069943,1.464990,0.948207
8.510628,6.305016,7.489142,-0.066871,1.476541,0.948825
9.313260,6.347895,7.683766,-0.065114,1.457384,0.949195
10.113344,6.386858,7.878292,-0.063543,1.431930,0.949533
10.913350,6.425217,8.072768,-0.061943,1.405249,0.949882
11.713355,6.463528,8.267214,-0.060278,1.378302,0.950249
12.513360,6.501866,8.461644,-0.058541,1.351286,0.950636
13.313365,6.540232,8.656063,-0.056729,1.324245,0.951044
14.113369,6.578615,8.850475,-0.054838,1.297195,0.951473
14.913373,6.617012,9.044882,-0.052865,1.270140,0.951925
15.713377,6.655419,9.239285,-0.050804,1.243084,0.952402
23.312667,6.991833,10.998767,0.037302,1.005769,0.991977
23.314305,6.991828,10.998691,0.037243,1.005766,0.991734
23.630254,7.000000,11.000000,0.000000,1.000000,1.000000
