time,x,y,theta
0.000000,5.000000,4.500000,0.000000
2.023706,4.872962,4.989717,1.225222
3.155998,4.914712,5.184392,1.480196
4.287223,4.949062,5.381169,1.351661
5.418817,4.999708,5.574493,1.293628
6.550310,5.057644,5.765811,1.267546
7.648981,5.118433,5.956265,1.258300
8.510628,5.177753,6.147255,1.272773
9.313260,5.236355,6.338478,1.273034
10.113344,5.295210,6.529623,1.271391
10.913350,5.354364,6.720676,1.269977
11.713355,5.413750,6.911657,1.268898
12.513360,5.473317,7.102582,1.268027
13.313365,5.533038,7.293459,1.267263
14.113369,5.592899,7.484292,1.266541
14.913373,5.652897,7.675081,1.265817
15.713377,5.713036,7.865826,1.265072
23.312667,6.342403,9.494972,1.882980
23.314305,6.342299,9.495296,1.882990
23.630254,6.298985,9.509513,1.882990
