time,xc,yc,theta_c,sx,sy
0.000000,9.430876,4.242836,2.855201,1.000000,1.000000
3.259382,9.005679,4.253128,2.419401,0.669433,1.246264
4.306163,8.820181,4.368807,2.429967,0.638594,1.268929
12.604833,7.265580,4.769324,1.602094,0.400000,0.870944
13.689152,7.166859,4.759996,1.386858,0.402047,0.889857
14.735299,7.057704,4.761491,1.183941,0.400004,0.931412
15.724011,6.947630,4.773217,1.002047,0.400002,0.994849
26.143162,5.931926,6.009047,0.233606,0.967998,0.925220
26.761441,5.915197,5.992889,0.081133,0.925693,0.967334
27.549172,6.000000,6.000000,0.000000,1.000000,1.000000
