time,xc,yc,theta_c,sx,sy
0.000000,11.867127,2.131048,-1.057886,1.000000,1.000000
0.855016,11.792177,2.315751,-1.047736,1.002107,0.995135
1.969192,11.678052,2.495513,-1.054475,0.956984,0.965351
10.825966,10.109140,3.522012,-0.917805,0.805248,1.066925
15.708678,9.065033,4.103944,-0.881497,0.794022,1.147186
16.795475,8.871140,4.203079,-0.867214,0.766396,1.167014
17.926813,8.681426,4.319815,-0.854868,0.735979,1.186607
19.058149,8.494759,4.443783,-0.844657,0.705640,1.204167
20.189493,8.310036,4.571779,-0.835573,0.675382,1.220612
21.320839,8.126468,4.701988,-0.827108,0.645237,1.236605
22.452203,7.943520,4.833316,-0.818979,0.615236,1.252608
23.583619,7.760831,4.965051,-0.811004,0.585419,1.268947
24.715056,7.578291,5.096602,-0.802856,0.556011,1.285727
25.846512,7.420506,5.213682,-0.759727,0.557884,1.281261
26.977731,7.280585,5.317936,-0.688910,0.584418,1.263361
28.109072,7.143989,5.416796,-0.609925,0.618581,1.245251
29.240685,7.006727,5.512823,-0.528940,0.655798,1.230410
30.372558,6.867944,5.606819,-0.447860,0.695320,1.219448
31.504215,6.727546,5.698973,-0.367420,0.737367,1.212179
32.619643,6.584551,5.788015,-0.289764,0.781525,1.207178
33.605941,6.431366,5.863934,-0.227744,0.821245,1.194373
34.500346,6.272835,5.927128,-0.173587,0.860008,1.171491
35.299702,6.132031,5.974142,-0.126101,0.922707,1.138189
36.261769,6.000000,6.000000,0.000000,1.000000,1.000000
