time,x,y,theta
0.000000,10.164262,1.884501,-1.057886
0.855016,10.098012,2.056965,-1.327455
1.969192,10.037576,2.247386,-1.194071
10.825966,8.445533,2.878841,-0.324125
15.708678,7.330911,3.313516,-0.185976
16.795475,7.135317,3.354302,-0.248110
17.926813,6.944885,3.414789,-0.342745
19.058149,6.758985,3.488279,-0.396326
20.189493,6.576041,3.568914,-0.426105
21.320839,6.394805,3.653332,-0.441457
22.452203,6.214400,3.739476,-0.447557
23.583619,6.034230,3.825977,-0.447269
24.715056,5.854340,3.911661,-0.442397
25.846512,5.753342,3.961510,-0.467947
26.977731,5.711743,3.983583,-0.482008
28.109072,5.684586,3.998785,-0.493656
29.240685,5.658891,4.013619,-0.506102
30.372558,5.631460,4.029858,-0.519974
31.504215,5.601603,4.048020,-0.535027
32.619643,5.566102,4.070211,-0.552472
33.605941,5.501963,4.111894,-0.584951
34.500346,5.422272,4.167672,-0.624498
35.299702,5.334051,4.234207,-0.661036
36.261769,5.379200,4.395275,-0.661036
