time,x,y,theta
0.000000,11.393735,2.883779,-1.057886
0.855016,11.310416,3.065363,-1.184051
1.969192,11.222255,3.214137,-0.909911
10.825966,9.638087,4.062134,-0.271362
15.708678,8.578356,4.616716,-0.278523
16.795475,8.392411,4.689585,-0.424195
17.926813,8.213821,4.779436,-0.491198
19.058149,8.039812,4.877954,-0.529625
20.189493,7.868664,4.981392,-0.552165
21.320839,7.699263,5.087678,-0.565390
22.452203,7.530888,5.195587,-0.572811
23.583619,7.363053,5.304335,-0.576331
24.715056,7.195386,5.413343,-0.576742
25.846512,7.023227,5.514904,-0.510377
26.977731,6.845286,5.605870,-0.452839
28.109072,6.662904,5.687506,-0.404840
29.240685,6.477105,5.760959,-0.362758
30.372558,6.288529,5.826872,-0.323706
31.504215,6.097582,5.885464,-0.285534
32.619643,5.904495,5.936485,-0.245309
33.605941,5.709173,5.978471,-0.193751
34.500346,5.511760,6.009322,-0.133366
35.299702,5.312848,6.028544,-0.076461
36.261769,5.111830,5.956900,-0.076461
