time,x,y,vx,vy
0.000000,17.896601,9.995181,nan,nan
4.407873,17.381816,9.020846,nan,nan
5.607873,17.116633,8.880567,nan,nan
6.807873,16.851450,8.740289,nan,nan
8.007873,16.586267,8.600010,nan,nan
9.207873,16.321084,8.459732,nan,nan
10.407873,16.055902,8.319453,nan,nan
11.607873,15.790719,8.179174,nan,nan
12.807873,15.525536,8.038896,nan,nan
14.007873,15.260353,7.898617,nan,nan
15.207873,14.995170,7.758339,nan,nan
16.407873,14.729988,7.618060,nan,nan
17.607873,14.464805,7.477782,nan,nan
18.807873,14.199622,7.337503,nan,nan
20.007873,13.934439,7.197224,nan,nan
21.207873,13.669256,7.056946,nan,nan
22.407873,13.404073,6.916667,nan,nan
23.607873,13.138891,6.776389,nan,nan
24.807873,12.873708,6.636110,nan,nan
26.007873,12.608525,6.495832,nan,nan
27.207873,12.343342,6.355553,nan,nan
28.407873,12.078159,6.215274,nan,nan
29.607873,11.812977,6.074996,nan,nan
30.807873,11.547794,5.934717,nan,nan
32.007873,11.282611,5.794439,nan,nan
33.207873,11.017428,5.654160,nan,nan
34.407873,10.752245,5.513882,nan,nan
35.607873,10.487063,5.373603,nan,nan
36.807873,10.221880,5.233324,nan,nan
38.007873,9.956697,5.093046,nan,nan
39.207873,9.691514,4.952767,nan,nan
40.407873,9.426331,4.812489,nan,nan
41.607873,9.161149,4.672210,nan,nan
42.807873,8.895966,4.531932,nan,nan
44.007873,8.630783,4.391653,nan,nan
45.207873,8.365600,4.251374,nan,nan
46.407873,8.100417,4.111096,nan,nan
47.607873,7.835234,3.970817,nan,nan
48.807873,7.570052,3.830539,nan,nan
50.007873,7.304869,3.690260,nan,nan
51.207873,7.039686,3.549982,nan,nan
52.407873,6.774503,3.409703,nan,nan
53.607873,6.509320,3.269424,nan,nan
54.807873,6.244138,3.129146,nan,nan
55.912639,6.000000,3.000000,nan,nan
