time,x,y,theta
0.000000,3.704768,0.875546,1.570000
5.220566,3.699965,1.620838,1.736808
6.014595,3.680963,1.792546,1.651534
14.448649,4.062759,3.299380,1.286602
15.248190,4.080314,3.474061,1.572015
16.048130,4.066835,3.649531,1.689968
16.848086,4.039870,3.823443,1.744387
17.648061,4.006995,3.996340,1.766894
18.448084,3.972208,4.168873,1.771415
19.248149,3.937816,4.341495,1.765194
20.048236,3.905205,4.514467,1.752515
20.848324,3.875188,4.687908,1.736184
21.648401,3.848190,4.861842,1.718183
22.448460,3.824346,5.036232,1.699985
23.248496,3.803576,5.211010,1.682699
24.048514,3.785619,5.386096,1.667318
24.848521,3.770048,5.561407,1.654757
25.648519,3.756320,5.736871,1.645482
26.448508,3.743894,5.912429,1.639146
27.248441,3.732710,6.088059,1.631207
28.048324,3.722936,6.263761,1.622707
28.848192,3.714583,6.439534,1.614404
29.648067,3.707604,6.615368,1.606391
30.447968,3.702004,6.791257,1.598145
31.247890,3.697948,6.967193,1.588540
32.047861,3.695875,7.143174,1.575728
32.723489,3.704768,7.291546,1.575728
