time,x,y,vx,vy,speed
18.941667,10.404863,9.592926,-0.048663,0.141887,0.150000
18.991667,10.402430,9.600021,-0.048663,0.141887,0.150000
19.041667,10.399996,9.607115,-0.048663,0.141887,0.150000
19.091667,10.397563,9.614209,-0.048663,0.141887,0.150000
19.141667,10.395130,9.621304,-0.048663,0.141887,0.150000
19.191667,10.392697,9.628398,-0.048663,0.141887,0.150000
19.241667,10.390264,9.635492,-0.048663,0.141887,0.150000
19.291667,10.387831,9.642587,-0.048663,0.141887,0.150000
19.341667,10.385398,9.649681,-0.048663,0.141887,0.150000
19.391667,10.382964,9.656775,-0.048663,0.141887,0.150000
19.441667,10.380531,9.663870,-0.048663,0.141887,0.150000
19.491667,10.378098,9.670964,-0.048663,0.141887,0.150000
19.541667,10.375665,9.678058,-0.048663,0.141887,0.150000
19.591667,10.373232,9.685153,-0.048663,0.141887,0.150000
19.641667,10.370799,9.692247,-0.048663,0.141887,0.150000
19.691667,10.368366,9.699341,-0.048663,0.141887,0.150000
19.741667,10.365932,9.706436,-0.048663,0.141887,0.150000
19.791667,10.363499,9.713530,-0.048663,0.141887,0.150000
19.841667,10.361066,9.720625,-0.048663,0.141887,0.150000
19.891667,10.358633,9.727719,-0.048663,0.141887,0.150000
19.941667,10.356200,9.734813,-0.048663,0.141887,0.150000
19.991667,10.353767,9.741908,-0.048663,0.141887,0.150000
20.041667,10.351334,9.749002,-0.048663,0.141887,0.150000
20.091667,10.348900,9.756096,-0.048663,0.141887,0.150000
20.141667,10.346467,9.763191,-0.048663,0.141887,0.150000
20.191667,10.344034,9.770285,-0.048663,0.141887,0.150000
20.241667,10.341601,9.777379,-0.048663,0.141887,0.150000
20.291667,10.339168,9.784474,-0.048663,0.141887,0.150000
20.341667,10.336735,9.791568,-0.048663,0.141887,0.150000
20.391667,10.334392,9.798400,-0.037849,0.110357,0.116667
20.441667,10.333310,9.801553,-0.005407,0.015765,0.016667
20.450000,10.333288,9.801618,0.000000,0.000000,0.000000
20.450000,10.084340,10.738486,0.000000,0.000000,0.000000
20.500000,10.083885,10.740944,-0.018212,0.098328,0.100000
20.550000,10.082633,10.747704,-0.027318,0.147491,0.150000
20.600000,10.081267,10.755079,-0.027318,0.147491,0.150000
20.650000,10.079901,10.762453,-0.027318,0.147491,0.150000
20.700000,10.078535,10.769828,-0.027318,0.147491,0.150000
20.750000,10.077169,10.777202,-0.027318,0.147491,0.150000
20.800000,10.075803,10.784577,-0.027318,0.147491,0.150000
20.850000,10.074437,10.791952,-0.027318,0.147491,0.150000
20.900000,10.073071,10.799326,-0.027318,0.147491,0.150000
20.950000,10.071706,10.806701,-0.027318,0.147491,0.150000
21.000000,10.070340,10.814075,-0.027318,0.147491,0.150000
21.050000,10.068974,10.821450,-0.027318,0.147491,0.150000
21.100000,10.067608,10.828824,-0.027318,0.147491,0.150000
21.150000,10.066242,10.836199,-0.027318,0.147491,0.150000
21.200000,10.064876,10.843574,-0.027318,0.147491,0.150000
21.250000,10.063510,10.850948,-0.027318,0.147491,0.150000
21.300000,10.062144,10.858323,-0.027318,0.147491,0.150000
21.350000,10.060778,10.865697,-0.027318,0.147491,0.150000
21.400000,10.059412,10.873072,-0.027318,0.147491,0.150000
21.450000,10.058046,10.880446,-0.027318,0.147491,0.150000
21.500000,10.056680,10.887821,-0.027318,0.147491,0.150000
21.550000,10.055315,10.895195,-0.027318,0.147491,0.150000
