time,x,y,vx,vy,speed
0.000000,14.796675,8.533328,-0.000000,-0.000000,0.000000
0.444444,14.763342,8.499995,-0.150000,-0.150000,0.212132
0.888889,14.696675,8.433329,-0.150000,-0.150000,0.212132
1.333333,14.630009,8.366662,-0.150000,-0.150000,0.212132
1.777778,14.563342,8.299996,-0.150000,-0.150000,0.212132
2.222222,14.496676,8.233329,-0.150000,-0.150000,0.212132
2.666667,14.430009,8.166663,-0.150000,-0.150000,0.212132
3.111111,14.363342,8.099996,-0.150000,-0.150000,0.212132
3.555556,14.296676,8.033330,-0.150000,-0.150000,0.212132
4.000000,14.263343,7.999997,0.000000,-0.000000,0.000000
4.000000,13.730012,8.533315,-0.000000,-0.000000,0.000000
4.444444,13.696679,8.499982,-0.150000,-0.149999,0.212131
4.888889,13.630013,8.433315,-0.150000,-0.149999,0.212131
5.333333,13.563346,8.366649,-0.150000,-0.149999,0.212131
5.777778,13.496679,8.299982,-0.150000,-0.149999,0.212131
6.222222,13.430013,8.233316,-0.150000,-0.149999,0.212131
6.666667,13.363346,8.166650,-0.150000,-0.149999,0.212131
7.111111,13.296680,8.099983,-0.150000,-0.149999,0.212131
7.555556,13.230013,8.033317,-0.150000,-0.149999,0.212131
8.000000,13.196680,7.999984,-0.000000,0.000000,0.000000
8.000000,13.196680,7.999984,-0.000000,-0.000000,0.000000
8.444444,13.163347,7.966650,-0.150000,-0.149999,0.212131
8.888889,13.096680,7.899984,-0.150000,-0.149999,0.212131
9.333333,13.030014,7.833318,-0.150000,-0.149999,0.212131
9.777778,12.963347,7.766651,-0.150000,-0.149999,0.212131
10.222222,12.896681,7.699985,-0.150000,-0.149999,0.212131
10.666667,12.830014,7.633318,-0.150000,-0.149999,0.212131
11.111111,12.763348,7.566652,-0.150000,-0.149999,0.212131
11.555556,12.696681,7.499986,-0.150000,-0.149999,0.212131
12.000000,12.663348,7.466652,-0.000000,0.000000,0.000000
12.000000,12.663348,7.466652,-0.000000,0.000000,0.000000
12.444444,12.630015,7.433319,-0.149999,-0.149999,0.212131
12.888889,12.563348,7.366653,-0.149999,-0.149999,0.212131
13.333333,12.496682,7.299987,-0.149999,-0.149999,0.212131
13.777778,12.430016,7.233321,-0.149999,-0.149999,0.212131
14.222222,12.363349,7.166654,-0.149999,-0.149999,0.212131
14.666667,12.296683,7.099988,-0.149999,-0.149999,0.212131
15.111111,12.230017,7.033322,-0.149999,-0.149999,0.212131
15.555556,12.163350,6.966656,-0.149999,-0.149999,0.212131
16.000000,12.130017,6.933323,-0.000000,-0.000000,0.000000
16.000000,12.130017,6.933323,0.000000,0.000000,0.000000
16.444444,12.096684,6.899989,-0.150000,-0.150000,0.212132
16.888889,12.030017,6.833323,-0.150000,-0.150000,0.212132
17.333333,11.963351,6.766656,-0.150000,-0.150000,0.212132
17.777778,11.896684,6.699990,-0.150000,-0.150000,0.212132
18.222222,11.830018,6.633323,-0.150000,-0.150000,0.212132
18.666667,11.763351,6.566657,-0.150000,-0.150000,0.212132
19.111111,11.696685,6.499990,-0.150000,-0.150000,0.212132
19.555556,11.630018,6.433324,-0.150000,-0.150000,0.212132
20.000000,11.596685,6.399991,-0.000000,-0.000000,0.000000
20.000000,11.063352,5.866664,-0.000000,0.000000,0.000000
20.444444,11.086727,5.833331,0.105184,-0.149999,0.183203
20.888889,11.135300,5.766665,0.113396,-0.149999,0.188038
21.333333,11.185923,5.699999,0.114408,-0.149999,0.188650
21.777778,11.236819,5.633333,0.114625,-0.149999,0.188781
22.222222,11.287767,5.566667,0.114640,-0.149999,0.188791
22.666667,11.338715,5.500001,0.114627,-0.149999,0.188782
23.111111,11.389559,5.433335,0.114171,-0.149999,0.188506
23.555556,11.440404,5.366669,0.114631,-0.149999,0.188785
24.000000,11.465877,5.333336,-0.000000,0.000000,0.000000
24.000000,10.919095,4.805997,-0.000000,-0.000000,0.000000
24.444444,10.934797,4.772702,0.070767,-0.149998,0.165854
24.888889,10.967417,4.706176,0.076422,-0.149998,0.168344
25.333333,11.000450,4.639643,0.072605,-0.149998,0.166646
25.777778,11.034061,4.573102,0.079004,-0.149998,0.169532
26.222222,11.068370,4.506553,0.075720,-0.149998,0.168027
26.666667,11.103217,4.439997,0.081409,-0.149998,0.170666
27.111111,11.138825,4.373434,0.079122,-0.149998,0.169587
27.555556,11.176461,4.306855,0.090487,-0.149998,0.175178
28.000000,11.196557,4.273540,-0.000000,-0.000000,0.000000
28.000000,10.660369,3.744658,-0.000000,0.000000,0.000000
28.444444,10.627071,3.729935,-0.149996,-0.066267,0.163982
28.888889,10.560553,3.701677,-0.149996,-0.060948,0.161906
29.333333,10.494061,3.676363,-0.149996,-0.053018,0.159090
29.777778,10.427576,3.651716,-0.149996,-0.057938,0.160797
30.222222,10.361093,3.626851,-0.149996,-0.053994,0.159418
30.666667,10.294603,3.600880,-0.149996,-0.062901,0.162651
